text,label
물도 더달라니깐 돈주야돤다하고 방이너무건조,-1
화장실트이고청결전기위험,-1
들어가서 누우려고 하자마자 벌레가 나왔는데 그냥 넘어갔음 가운도 없어서 단기 여행하는 사람도 여분 옷 필수 침대 옆에 세면대 있는데 방심하고 틀다가 워터밤 될 수 있음 제일 불쾌했던 건 충전기를 두고 왔는데 확인해주지도 않고 없다고 단정 짓고 끊어버림 말투 진짜 틱틱댐 근처 숙소 많이 가봤는데 여기가 최악,-1
모기를 마리나 잡았는데 아침에도 1마리 발견했네요 어디에서 모기가 계속 들어오는건지 먼지가 많이 날리고 객실이 청결하지 않습니다 시트에 죽어있는 작은 벌레가 붙어있었어요 위층에서 쿵쿵 소리가 들리긴 했으나 소음은 크지 않았고 수건도 넉넉히 줘서 좋았으나 객실 청결에 신경쓸 필요가 있어 보입니다 여러 모로 아쉬움이 많이 남았습니다,-1
하루잘쉬었다 갈수있는곳이네요,1
춥고 건조하고 좋지 않아요,-1
바쁘다고 청결이라던지 기본 서비스라던지 넘어가달라고만 표현하시고 제대로 해주시는게 없이 대책 마련도 해주지 못하네요 너무 아쉬웠습니다,-1
여기 진짜 별로 자고 다음날 씻을려니까 보일러 고장 났다고 따뜻한 물 안나온다고함아니 상식적으로 고장 났으면 미리 말을 해주던가 해야지 말도 안하고 퇴실시간 됬으니까 어차피 나가셔야한다고 정말 불친절,-1
한옥마을과는 가까워서 굉장히 좋았는데요 날씨가 더웠는데 중앙식에어컨이라 굉장히 더워서 사우나하는 느낌 다른방도 다똑같다고해서 참았는데 아침에 일어나보니 팔에 벌레가 군데나 물려서 가려워서 긁느라 혼났네요 모가도 아니고 진드기에 물린거같은데 룸바닥이 카페트라서 청소도 그렇고 에어컨도 그렇고벌레도 그렇고 비추합니다,-1
출장 많이 다니는 편이라 모텔이용을 많이 합니다 항상 느끼는거지만 또 사진과 리뷰에 속았네요 청결하지도 않고 사진과같이 깔끔하지도 않아요 제가 느낀점은 건물 외관만 좋은거 같아요 오래된건물에 리모델링 해놓은것같고 문열자마자 모텔 특유의 냄새 찐하게 나고 침구 냄새도 이상하고 수압이 얼마나 약한지 여자인 내가 머리 감는시간만 어휴 침대에 머리카락 막 떨어져있고 어쩐지 싸다 싶었는데 또 속네요 리뷰와 사진에 다른분들은 무슨생각으로 리뷰를 적는건지,-1
방 받기까지 분정도 대기했는데 들어가자마자 담배냄새가 매우 나서 전화했더니 이미 알고계셨다고 전에 대실고객이 피고갔다고 방 바꿔줄테니 다시 내려오라고 하셔서 기분이 매우 안 좋았어요 근데 방 다시 받기까지 분정도나 기다렸어요 전에 이용한 고객이 담배핀 걸 알았으면 그 방을 주면 안 되는 거 아닌가요 체크아웃 시간 연장 해주신다고 했는데 정해진 일정이 있어 기존 예약시간대로 이용했습니다,-1
그럭 저럭 묵을만 했습니다만 쓰레기통이 비워져있지 않았고 매립형 욕조가 인상적이였습니다 바디워시와 샴푸가 도브 제품이고 약간 곰팡이 핀 것 같이 까무잡잡한 느낌 있었지만 그냥 사용하였습니다 벽면에 데미지가 많은 편이지만 신경 안 쓰이는 정도이고 냉장고에는 물 두 개 음료 두 개 있습니다 침대 컨디션은 양호였어요,-1
난방은 좋았으나 침대가 딱딱함,-1
미리 찾아가 원하는 방을 말씀 드렸는데 예약날 체크인을 해보니 그 방이 아니였네요 호텔은 새 호텔이여서 깨끗하게 이용했지만 서비스 측면에선 만족하지 못합니다,-1
초성수기에 숙소예약이 늦어져서 선택의 폭이 좁았지만 한옥의 로망이 있던터라 사진보고 기대하며 숙소를 정했다 최대 인까지 가능하다고 해서 방크기가 넉넉한줄 알았다 도착해서 문을 여는데 아이들 실망하는 눈빛이 역력하다 딸아이는 자기방 반밖에 안 된다고 투덜투덜 정말 나도 매우 당황했지만 아이들을 다독였다 이불깔면 캐리어 놓을 공간도 없었다 잘때 난 화장실 문 바로 옆에서 자야했고 더 힘들었던건 화장실벽 누수때문인지 자고 일어났더니 이불이 젖어있었다 덮는 이불도 인 기준 까는 이불 개 덮는 얇은 이불 개라 몸에 열이 많은 남편과 아들때문에 에어컨틀고 자니 나와 딸아이는 오들오들 떨며 잤다 아이들에게는 단칸방 체험한다고 씁쓸하게 얘기했지만 년에 한번 있는 여름휴가를 망친 기분이다,-1
최악이예요 한두번도 아니고 남친아이디까지 하면 몇번갔어요 갈때마다 흡연하냐고 물어서 한다고 했고 그러면 사진과 다른방주시고 다른방주는게 한두번이 아닙니다 남친이 따지려는거 제가 진정시켰어요 그리고 이불이 커버와 솜이 따로 놀아요 덮을때마다 불편함,-1
잘 쉬었다 갑니다 가성비 짱,1
룸 이용했습니다 사양은 적어주신 사양과 동일해요 근데 램문제인지 문제인지 잔렉이 조금 있긴함 모니터가 좋아서 배그 하옵으로 할만할듯 최대단점 새벽에 뜨거운물이 안나옴 내내 안나오다가 아침 시부터 나왔음 시기 놓치면 씻지도 못함월요일 기준 그리고 목욕가운이 없음 다른데는 다 제공해주셔서 당연히 있을거라 착각했습니다 그냥아쉽 그리고 바닥마감재가 별로인가 원래 맨발이나 양말로도 곧잘다녔는데 바닥에 먼지인가 무언가 계속 발에 묻는 느낌이라 어쩔수없이 슬리퍼착용해서 다녔어요 근데 그 슬리퍼 마저도 진짜 닳기직전 막 내구도 요런상태라 이건 좀 교체해주셨으면 좋겠습니다 커튼은 암막커튼이 아니여서 아침에 햇빛이 스근하게 들어와요 암막있으면 좋았을텐데 아쉽 퇴실연장비용은 저렴해서 괜찮았어요 건물이 오래되가지고 그냥 오래된숙소의 단점 다 갖고 있어서 그부분이 참 아쉽습니다 그리고 냉장고에 물 두개가 있었는데 하나는 새거라 개봉할때 여는느낌이 있었는데 다른 하나는 힘을 안줘도 그냥 물병이 스르륵 열리더라구요 뭐지 재활용한건가 했습니다 아직도 원인모름 카카오맵에 유독 불친절하다는 리뷰가 많던데 직원분과 그다지 많은 이야기를 나누진 않았어서 불친절한건 모르겠습니다 그냥 시큰둥하십니다,-1
객실이 매우 추워요 전기장판도 고장나서 새벽에 매우 추웠고 감기 걸려서 지금도 고생중입니다,-1
방음이 너무 최악입니다 옆방 티비소리 대화소리 윗방 의자끄는소리 다들립니다 바로 옆에서 나는 소리마냥 그리고 주차장이 매우 부족한거 같고 객실이며 욕실이며 모서리에 곰팡이가 너무 심합니다 또한 세면대에서 물이 즐줄 새서 바닥이 많이 미끄러워서 위험했습니다 보수좀 잘해줬으면 좋겠습니다 저번에 묵었을때는 좋은기억이었는데 이번에는 너무 불만족 스럽네요 수압은 엄청 강력합니다 수압하나 인정이요 위치도 참 괜찮습니다,-1
처음엔 깨끗해 보여서 좋았는데요 방음이 전혀 안되어서 정확히 시분에 잠들었네요 티비소리 대화소리 심지어 술 따르는 소리가 들려서 도저히 힘들어서 프론트에 말씀드리니 투숙객이 이라고 소리지르고 가족여행이었는데 아 괴로웠네요 프론트는 친절했는데 방음에 문제가 많았어요 이 부분만 개선되면 좋겠어요,-1
안마의자 발쪽에 각질이 많아서 더럽고 환기가 잘 안되서 그런지 담배냄새도 납니다 화장실은 큰편이라 좋은데 욕조가 좀 더럽더라구요 늦게 가면 주차할곳도 없어서 밖에 주차해야되고 별로내요,-1
우선 사진을 믿고 숙소에 방문한다면 후회하십니다 저는 출장을 자주 다녀서 지방 여러 곳의 모텔을 자주 이용하는데 비용이 저렴한 곳을 중점으로 찾아다니다가 이 곳을 찾게 되었습니다 오래된 호텔을 개조하여 운영중인 숙소로 여러가지 문제점이 있으나 잠만 자고 온다면 크게 문제는 없습니다 장점 저렴하다 비흡연객실 단점 시설이 부족하다 컴퓨터넷플릭스충전기 비흡연객실 전 흡연자 주차공간 협소,-1
만천원이라는 저렴한가격에 이용했고 사진보고 가성비 좋겠다 싶었지만 막상 들어가니 사진보다는 조금 낡았습니다 눕기도 전에 베개커버에는 머리카락과 화장품이 묻어있었습니다 커텐이없어 찬바람이 들어왔고 바닥도 차갑고 내부 공기가 추워서 긴팔긴바지 입고잤어요 너무 추워서 난방좀 부탁드렸지만 침대에 전기장판있어서 잘땐 괜찮다는 말씀만 하셨습니다 문제눈 침대크기는 큰데 장판이 두사람이 누웠을때 몸의 반절씩만 따뜻한 쪽 누울수있는 정도의 작은 크기의 장판이었습니다 좋은 여행의 끝이 돈아끼려다 춥게자고나니 좀더주고 좋은곳 이용하는것이 나을듯 합니다,-1
시설은 조금 오래됐다는 생각이 들어요 세면대 물 안내려가고 화장실 냄세 방바꿔도 많이 나고,-1
전주갈때마다 대실시간도 좋아서 쉬다가는데 어제는좀 실망했네요 오후시쯤갔는데 오후시부터 난방이들어온다구 하시구 머 그거야 전체난방일수있으니 절약하신다하구 샤워하려하니 찬물 분넘게 틀어도 계속나와서 전화했더니 그럴일없다하시구 오셔서 트시더니 따뜻한물나온다면서 제가잘모르고 그랬단식으로 말씀하셔서 당황했는데 그래도 뭐 나가시면서 실험해보려 그랬다면서 말씀하셨긴 하셨는데 그냥 싼가격에 예약해서 저도 머라구는 못하겠네요 이번이 세네번째 갔던건데 어제는 좀실망했네요,-1
시설 깨끗하고 깔끔해요,1
사장님 불친절하시고 방도 너무춥고 샤워기 욕실 타일 넘미끄럽고 넘어질뻔 너무 안좋아요 두번다시 안가고싶어요 최악임,-1
컴퓨터가 느려서 약간 아쉽긴한데 방은 맘에 들어요,-1
맨바닥에 메트리스만 갈린방이였는데 조금 불편했어요,-1
그냥 평타정도하는듯,-1
저렴하게 예약했어요 방안에 창문을 열어놓으셔서 온기가 없어서 처음에 좀 추운거 빼고는 괜찮았어요 난중에는 따뜻했어요 저렴하게 잘이용 한거 같아요,-1
음음음음음음 침구에서,-1
출장으로 이용했고 서신동은 처음 예약했는데 차량 이용해서 이동하기에 편리했습니다 한옥마을 객사 신시가지처럼 가려는 곳이 특별하게 있다면 도보 이용은 어려운 지역이었습니다 그리고 넷플릭스와 안마의자 포함된 객실로 예약해서 잘 이용했습니다 조그 아쉬웠던 건 세탁이 되어있었지만 침대 시트와 이불에 얼룩이 일부 묻어 있었습니다 시각적으로 조금 보기싫은 부분이었습니다 전반적으로 출장에 이용하기에 괜찮았습니다,-1
객실 청소상태는 조금 아쉽고 시설은 가격대비 그런대로 만족합니다 재방문의사 있습니다,1
사장님이 친절하시긴 합니다만 시설이랑 청결이 좀 실망이네요 세면대 머리카락들과 변기에 물도 안 내려가 있었고 샤워기 걸이는 덜렁덜렁 늦은 시간 입실이라 그냥 잤지만 방은 넓은데 그게 다에요,-1
가격은 저렴한데 시설이랑청소 상태가,-1
건물은 오래 되었지만 가격대비 만족 합니다주위에 먹거리 식당이 있어서 편하게 식사하고 음주 가무도 하고 불편함 없이 하룻밤 보내고 왔어요 단지 창문을 열어놔서 인지 모기가 한마리 들어와서 불켜놓고 숨박꼭질 끝에 잡고서야 잠을 잘수 있었네요 가격대비 이만한곳 없을듯요,-1
평범한 인테리어 평범한 욕실 엄청 친절한 응대,-1
시설은 좋아요 테라스방에 방충망만 있으면 좋겠어요,-1
로비에 팝콘 및 다양한 먹거리 있어서 좋아요 단침대에서 냄새가방 바꿔달라고 하고싶었습니다,-1
다좋은데 준특실은 창문이 욕실쪽에있어서 너무답답해요 욕조에 목욕좀하려고 준특실한건데 창문이 흠이네요 방이 좀 답답한 느낌이에요 그리고 에어컨도 안되게해놓으셨던데,-1
깔끔 하고 좋아요 온수가 특히 잘 나와서 좋은 것 같아요 방이 살짝 추웠긴 했는데 그건 조작을 잘 못한 내탓인듯 군더더기 없이 좋아요,-1
가격대비 그럭저럭 만족합니다,1
깔끔하고 좋습니다 또 이용할게요,1
전주 터미널 근처에 있어서 위치도 괜찮고 전체적으로 무난무난한 숙소였어용,-1
전주에서는 여기만 이용하는 투숙하는 사람인데 처음으로 실망했어요 장애 있으신 분들 편하게 묵으시라고 편의성 있게 인테리어해놓은 것 같은 숙소를 주셨는데 화장실 들어가는 입구에 문이 없어서 욕조에 물 가득 받아놓고 들어갈때 현관쪽으로 물이 넘치던데요 그리고 냉장고 문열려고 잡아당겼더니 누가 부서놓은걸 대충 맞춰서 얹어만 놓으셨는지 손잡이가 떨어지고 준비되어있던 수건 전부 다 냄새도 났어요 씻고 드라이기 사용하려고 하니 드라이기도 접히고 펴지는 부분이 고정이 안돼서 자꾸 접히는거 손으로 받치고 사용해야했네요 호였는데 왜 이런방을 주신건지,-1
깨끗하고 좋았어요 다만 쇼파가 일 인용 한개이고 간이 의자가 개 있어서 둘이 마주 보고 앉아 있기에는 살짝 부족함이 있어 보였습니다 나름 디럭스룸인데,-1
좋아요좋아오오오오오옹,1
평일날 방문하였는데요 주차장이 마련되어 있어 주차해두고 걸어서 한옥마을 구경할 수 있어 좋았어요 날씨가 무척 추웠는데 방을 따뜻하게 준비해주셔서 들어가자마자 훈훈함에 기분 좋았습니다 전체적인 시설도 깔끔하고 여행중에 조용하게 하루 쉴 수 있었어요 이용하지는 않았지만 로비에서 다른곳보다 저렴하게 한복 대여할 수 있는 것 같았어요 한번씩 화장실 하수구에서 올라오는 냄새인지 악취가 나서 화장실 문은 꼭 닫고 있었어요 박 이용하는 동안 번정도 심한 냄새가 느껴졌어요,-1
저녁애는 따뜻한물나 왔는데 아침에는 안나와서 찬물류 씻어서요,-1
처음 전주 에서 모임있어서 숙소예약을 했는데 좀 실망 스러 웠읍니다 방은 좀 넒은데 방안 조명이 너무 어두웠읍니다 그리고 커피포트가 지저분해서 바꿔 주셨는데 작동이 안되었읍니다 그리고 티비도 방에비해 너무 작고 리모컨작동도 잘안되었읍니다 그리고 욕실은 수압도 약하고 뜨거운물를 사용하면 수압이 너무 약하고 잘나오지도 않아요 좀 실망스럽고 가격에 비해 너무 아닌거 같아요 그래도 사장님과 일하시는 분들은 친절 하십니다 그리고 주차장하나는 괜찬습니다 좀신경 써주시는게,-1
그냥그러네요,-1
깔끔하니 좋네요아이스크림도있긍 기분좋게 꿀잠잤네요,1
연인과 함께 갔었어요 전주 한옥마을에 위치해있어서 도보로 여행하기에 좋았고 주변에 장사를 안하시는지 조금 휑하긴 했지만 대체적으로 만족합니다 주차자리는 넓지 않은데 가까운 근처에 공영주차장이 있어서 괜찮아요 객실 상태 나쁘지 않아요 침대가 좀 불편하긴 해요 직원분은 살짝 무뚝뚝했지만 조금만 더 친절하면 좋은 기억을 가지고 다음에 또 방문할 것 같아요,-1
오랜만에 위너에서 숙박하게됬어요 사장님은 매번친절하세여 룸도 크고 좋았는데 욕조 물이 잘안빠지더라구요 그부분 신경써주시먼 좋겠네요 그래도 전체적으로 좋았습니다,-1
한옥마을은 걸어서 분 거리 정도 됩니다 둘이 쉬기 딱 좋네요 편의점이 바로 앞에 있어서 편했습니다,1
찾아가기 어려우며 생각보단 방이 더 좁았습니다 하지만 방이 깔끔했고 하루 묵는데 적당했습니다,-1
그냥저냥 묵을만하지만 컴터는 없다 치세요 그냥 안된다고 보세요,-1
숙박이 아닌 대실이었고 인이라고 더 서비스받거나 추가된것도 없으며 예약화면에도 전혀 공지되어있지 않음에도 불구하고 예약하실때 낸 금액은 인기준이라며 만원을 더 내라고 하더군요 날도 춥고 따지기 싫어서 그냥 내고 들어갔습니다 그리고 공지되어있기는 분명 시간대실인데 시간 반 후에 나오라고 하더군요 이건 무슨경우인지 굉장히 불쾌했습니다 안마의자와 스타일러때문에 예약하고 온거여서 시설은 만족했습니다만 이건 아니라고 봅니다,-1
급하게 예약한 곳입니다 연식이 있는 곳이라 키가 열쇠였지만 만원으로 저렴하게 묵을 수 있었습니다 스타일러가 있어서 겉옷을 보관하기 좋았습니다 입실하자마자 침대는 전기장판이 켜져있어서 굉장히 따뜻했고 객실 내부는 조금 추웠습니다 수압도 굉장히 세서 물이 많이 튀었습니다 구석에는 먼지가 좀 있었지만 전체적으로 무난하게 하룻밤 묵을 수 있었습니다급하게 예약한 곳입니다 연식이 있는 곳이라 키가 열쇠였지만 만원으로 저렴하게 묵을 수 있었습니다 스타일러가 있어서 겉옷을 보관하기 좋았습니다 입실하자마자 침대는 전기장판이 켜져있어서 굉장히 따뜻했고 객실 내부는 조금 추웠습니다 수압도 굉장히 세서 물이 많이 튀었습니다 구석에는 먼지가 좀 있었지만 전체적으로 무난하게 하룻밤 묵을 수 있었습니다,-1
한옥마을 둘러보긴 좋은 위치,-1
컴터없는안되는방이여서 방을옴겨주신 카운터남자분감사합니다 그냥 딱잠만조기좋은곳이에요 컴터도인터넷이매우느려서 왠종일 쑈햇네요,-1
시설 깔끔하고 좋아요 위치도 한옥마을 걸어서 구경할 수 있고다만 주차장이 협소하고 방음이 안되서 차소리 매우 시끄러웠어요 세면대 청소가 덜 된 건지 뭐가 묻어 있었음,-1
다른건모르겠고 조식을주니 좋네요 밥이랑토스트 씨리얼까지 잘먹었습니다,1
하루 잘지내고 갑니다 사장님이 친절하시네요 침구류 청결상태는 별로입니다,-1
사람이 많이 없었어서 방음은 괜찮았어요 청결 문제가 좀 걱정이었는데 깨끗해서 다행이었어요 방 마다 도어락이 있어서 안심했어요,1
가성비좋은 숙소네요,1
외관이 노후되 보이고 에어컨에서 물이 계속 떨어져서 룸체인지 해주셨는데 원래보다 더 작은 방으로 주셨어요 수압 약해요 청소도 상태도 여기 저기 머라카락이 비품구성이나 이불 냉장고 시원한거는 좋았습니다,-1
성급이라하긴엔 너무 애매한 그런 호텔이였어요방두작구위풍이쫌 심하구환기가잘안되구아 그래두 커피랑 수건은 아쉬움없이 썼었요음박을했는데이불은 한번교체해주었구요방두한번 이불교체할때 청소을해주었어요그전 라마다에서는 외출시 재정비을 알아서 해주었거든요그나마 직원분들이 워낙 친절하셔서 위안삼아 지냈어요,-1
시설릉 괜찮음 바닥 청소가 영,-1
연휴 맞아서 전주 갈일이 있어서 이번에도 워너비 이용했어요 디럭스룸 이용했는데 연휴라 공휴일 요금으로 결제했네요 근데 여기어때 어플에서는 연휴요금 적용 공지가 안떠서 긴가민가 했었거든요 항상 느끼는건데 다 만족하지만 가격이 쪼꼼만 낮았으면 좋겠어용,-1
이근처에서 퇴실이 가장 늦은 곳을 찾아서 예역을 진행했습니다 대부분의 호텔이 근처애서는 시 퇴실인데 전주호텔유는 시여서 늦게까지 늦장부리면서 자고 느즈막히 나갈 수 있어 좋았습니다 다만 불편한 점이 있다면 화장실 문이 거의 투명한 수준이라서 큰일 작은일 샤워 등 화장실에서 용무를 볼 때 함께 묵는 사람이 다 직관할 수 있어 매우 부끄럽습니다 그리고 기본 제공되는 로션 샴푸 등이 샘플이 아니라 그냥 통으로 덜렁 있습니다 비누랑 샤워타올도 덜렁 있습니다 세면대도 더러웠습니다,-1
모녀 여행차 방문한 전주에서 숙소 위치가 한옥마을과 멀지않아 여행하기 좋았습니다 비교적 청결한편이였으나 세면대와 바닥이 연결된 파이프가 끊어져있어서 바닥으로 물이 나오는데 바닥 배수구가 물이 잘 안빠지더라구요 그런데 알 수 없는 찌꺼기들이 짐을 다 풀었던 상태라 변경요청을 드릴 수 없었어요 대강 치우고 욕조에서만 씻었습니다 이 부분만 아니였다면 사장님도 친절하셨고 커피기계와 토스트 아이스크림 음료 까지 셀프코너를 세심하게 구비해주셔서 편히 지내다 왔어요 다음에 다시 전주에 오게되면 그때 또 방문할거에요,-1
사장님이 친절하시고 좋았습니다,1
깨끗하였으나 화장실에 물이 흥건하여 양말신고 슬리퍼신고 들어갔더니 양말이 젖었어요 그리고 침대 시트가 빵꾸가 나 있었습니다 침대는 많이 푹신했고요 그외에는 방도 넓고 괜찮았습니다,-1
인테리어는 조금 오래된듯 보였지만 깨끗하고 친절하셨어요,1
시설이랑 가격대비 괜찮고 재밌게 있다가 가용,1
깨끗해요 사장님도 친절하십니다 비가 많이 오는데 주차도 대신 해주시고 감사합니다,1
전주 한옥마을 바로 앞에 위치하고 있어서 호텔에 주차하고 여행 내내 편하게 뚜벅이 여행을 할 수 있었습니다 한옥마을 내 관광지와 근처 맛집들을 주차난과 요금에 대한 부담 없이 다닐 수 있었다는 게 가장 큰 장점이었어요 무엇보다 뷰가 미쳤습니다 한옥뷰 안 했다면 아쉬울 뻔했습니다 아침에도 오후에도 저녁에도 너무너무 예뻐요 사실 이것만으로도 숙박의 이유가 있었다 싶을 정도입니다 한옥마을 영화의 거리까지 도보 여행 가능하니 비슷한 루트 여행 계획이시라면 완전 추천입니다 저녁에 옆방 떠드는 소리가 간간이 들리긴 했지만 가족단위 손님이 많아서 그런지 금방 조용해져서 그것도 괜찮았어요,1
월요일부터 목요일까지 연박하면서 매우 편안하게 쉬다가갑니다 사장님이 친절하시고 아침에 나갈때 과일까지 챙겨주시고 매우매우 좋았네요,1
전주 출장시 이용하였습니다 근처 무인텔과 비교 좀 비싸다는 느낌이 들 수도 있지만 깨끗하게 정돈된 객실과 깔끔한 조식까지 충분히 상쇄되고도 남습니다 외부 주차공간도 넓어 대만족입니다,1
예쁘고 아늑하고 사장님도 친절하시고 전주에 가게 되면 또 방문하겠습니다,1
수압이 약해서 조금 아쉬웠지만 가격대비 좋았어요 남문시장과 한옥마을이 가까워서 좋습니다,1
조아용 갠차나영따듯해영조아영맘에듭니다갠차나영조아영조앙,1
주차장 넓어요 편히 쉬다가여 친절해요 주차장 넓어요 편히 쉬다가여 친절해요 주차장 넓어요 편히 쉬다가여 친절해요 주차장 넓어요 편히 쉬다가여 친절해요 주차장 넓어요 편히 쉬다가여 친절해요,1
출장으로 묵었는데 괜찮았습니다,1
신축 축하드려요 사업 대박나새요,1
처음 체크인할때 고양이들이 먼저 반겨주는대 넘 귀여워용 전체적으로 숙소 내부는 엄청 깨끗하였고 주방과 바베큐를 할 수있는 공간이 있어서 너무 좋은 곳이였던것같습니당 사장님도 친절하시고 코로나 시국에 많은 대변을 하지않고 체크인 체크아웃을 할 수 있는점도 좋았던 것 같아요 나중에 여름에도 방문하여 야외수영장도 이용하고 싶어용 화장실에는 수건 칫솔 샴푸 컨디셔너 샤워젤도 구비되어있고 수건도 넉넉하게 있었습니당,1
늘 만족스러워요 잘 쉬다갑니다,1
주차장도 좁지않고 객실 청소도 잘 되어 있습니다객실 자체도 크고 넓은편입니다시설도 불편함없이 잘 구비되어 있습니다가격은 주변보다 약간 비싼편이지만 전체적으로 나쁘지않습니다,1
올때마다 너무 좋은가격에 편하게 쉬고가요,1
한옥마을안에위치해서좋고 사장님친절해서좋고 방따뜻해서좋고 좋은점밖에없었습니다 또방문하고싶네요,1
대박 가격좋고 시설좋고 서비스좋고아이스크림이랑 커피 슬러시가 준비돼어있음 사장님 엄청 친절하십니다 손님오면 사장님 되시죠 하심,1
감성있고 깔끔하고 완전 조아용,1
방은 정말 깔끔하고 사진 그대로에요 하룻밤 정말 편안하게 잘묵었고 사장님이 너무 친절하셔용 아침 조식도 더무 맛있었어요,1
깨끗하고 사장님친절하시고 주변 산책하기두 좋아요,1
화장실이 조금 청소 상태가 아쉽긴 하지만 푹 잘쉬었습니다,1
주차장이좁은게흠이네요 그래도대실시간이길어서좋은거같아욥 잘이용하고감니다,1
잘자고 갑니다,1
직원들도 친절하고 청결 상태가 굉장히 좋았어요 샤워실과 침실 책상 등 모두 깨끗하고 먼지나 머리카락 등이 딱히 발견되지 않았어요 욕실 상태가 좋아서 만족했습니다,1
깨끗하고 깔끔해서 좋습니다,1
시설 및 청결살태 좋았습니다 스타일러가 방마다 있어서 정말 좋아요,1
사장님이 매우 친절하시고 조식도 적당하니 매우 만족합니당,1
조아웅아중리최고숙소,1
방컨디션이너무좋습니다 청소를 깔끔하게 잘하시는듯합니다 도보방문 예약으로조금 저렴하게 이용했습니다 바로인근에 공용주차장 엄청크게있어서 거기다주차하고가면 되니 다른분들도 조금이라도 그렇게 할인받아서이용하셔용,1
다신 오고 싶지 않은 곳이예요 엄청 으슥하고 분위기 탓인지 괜히 막 무섭고 그랬네요 불친절하시고 그러네요,1
깔끔한데 담배냄새좀 나요,1
깔끔하고 청결합니다,1
늦은후기 올리게 되었습니다 언제나처럼 편안하게 잘 쉬었다가 갑니다,1
한달에 서너번씩은 이용하는 곳입니다 점입니다,1
굿굿 아주만족합니다 다음에 또 방문할께요,1
저번주랑 두번 갔다왔는데 큐알을 못찍음 잘안보여용 뒤에 매우작아욤 테블릿은 야놀자만 있어서용 암튼 항상 잘 쉬다왔어용봄이라 벚꽂놀이에 지쳤음,1
항상잘다니고있는호텔 짱좋아요,1
좋아용조하요,1
갑자기 가게 됐던 곳 인데 깔끔하고 좋었어요,1
객사에서 쓸만한 모텔입니다,1
방 종류가 여러가지라서 괜히 딴 곳 안가고 즐길 수 있어서 매우 좋아요 위치도 술집 근처라서 놀기도 편하고 편의점도 가까워요 사장님도 친절 하시고 방도 매우 깨끗하고 룸도 써봤는데 사양도 나쁘지 않더라구요 담에도 올거같아요,1
있을 거 다 있고 스파 욕조에다가 샤워실과 변기가 유리로 나누어져있는 것도 좋았습니다 드라이기도 좋은 거고 방도 넓고 침대도 푹신하고 한겨울이었는데도 따뜻하고 다 만족스러웠어요 가격까지 만원 아래여서 뭐하나 흠잡을 곳 없는 숙소였어요 편하게 쉬다 갑니다 갑니다 다음에 전주 놀러오면 또 올거에요,1
전주오면 매번 가는곳인데 시설도 너무 깔끔하고 사장님도 너무나 친절하십니다 잘 쉬다 갑니당,1
전체적으로 층부터 층까지 다 청결했어요 방이 넓진 않았지만 적당했던 것 같아요 제가 사용했던 방은 세면대랑 바닥에 물이 잘 안내려가서 그건 좀 아쉬웠습니다 조식으로 바닐라라떼 만들어 먹을 수 있어요 사장님이 친절하셔서 편하게 이용할 수 있었습니다,1
청결하고 방도 따뜻해서 갈때마다 기분이 좋아여,1
오랜만에 왔는데 역시나 좋고 편한시설 잘쉬다갑니다,1
전주투헤븐트원좋아요,1
리뷰가 좋아서 갔는데 들어가자마자 화사하고 깔끔해서 너무 잘 쉬다 갑니다 물도 잘나오고 비데도 있는데 따뜻해서 너무 좋암어요 그리고 방도 진짜 따뜻했네요 저렴하게 좋은 숙소에서 잘 쉬다 갑니다,1
깨끗하고 친절합니다,1
방도 넓고 깨끗하고 괜찮았어요 가끔 전주가는데 재방문의사 있습니다,1
진짜 호텔도 좋고 조식도 미리 얘기하면 주시고 콜라나 음료 등등 무제한이고 방도 깨끗하고 넓고 엄청 좋습니다 편히 쉬고싶으신분들 추천드리겠습니다 혁신에서는 가장 쾌적하고 좋은곳이지 않을까 싶은생각이 들정도 또 가고싶을정도입니다,1