accommodation,긍정,부정,total,긍정_ratio,부정_ratio,중립,중립_ratio,긍정_예시,부정_예시,중립_예시
전주 전주한옥마을점,452,225,677,66.8,33.2,0,0.0,"['엄청 깨끗하고 친절한 곳입니다 갑자기 출장 오게 돼서 잡은 모텔인데 주변 모텔은 오래되고 낡은 건물인 방면 여기는 실내외 정말 괜찮은 모텔입니다 거기에 가성비까지 가격도 엄청 저렴하고 주차시설도 잘 되 있 어서 출장 오면 또 들려야 하는 곳 중 한 곳입니다 화장실 깨끗하고 수압 아주 좋습니다 침대커버나 방 청소가 아주 깔끔히 돼있고 사용감 없는 새로운 시트 깔려있어서 아주 좋습니다 티브이도 다른 주변 모 텔에 비해 큰 티브이에까지 이용할 수 있어서 혼자 사용하는 방에서 심심하지 않게 영화까지 볼 수 있어서 아주 좋습니다 주변 모텔 가서 실망하지 마시고 여기 꼭 예약해서 숙박 추천드립니다 다음에 또 오겠습니다 잘 사용하고 갑니다', '전주 객사 근처에 위치해 있어 도보 이동이 편리하고 주변에 맛집과 카페 볼거리가 많아 여행자에게 최적의 위치입니다 평일에 방문했더니 운 좋게 룸 업그레이드도 제공받아 더욱 쾌적하게 머물 수 있었습니다 객실은 전반적으로 깔끔하고 침구류에서도 냄새 없이 청결함이 느껴졌습니다 교통 접근성도 뛰어나 관광지 이동이 편리했으며 가격 대비 만족도가 높아 가성비 좋은 숙소를 찾는 분들께 추천드리고 싶습니다 조용하고 아늑한 분위기로 숙박만 하기에도 충분히 만족스러운 곳입니다']","['주차장은 별로 안 좋았죠 자가 주차공간에 비해 차가 많이 있어 가격은 진짜 저렴했습니다 어메니티도 줘서 잘 이용했습니다 화장실은 천장이 없어서 똥 싸면 방에서 냄새가 다 나서 창문 열어서 환기를 시켜줘야 돼요 화장실이랑 방이랑 공간이 너무 연결되어 있어서 조금 그랬습니다 욕조는 엄청 컸는데 이용하지는 않았어요 세면대 밑에는 철장 서랍이 하나 있었는데 녹슬어서 녹물이 고여있는 게 조금 그랬습니다 그래도 전주 관광지랑 가까이 있어서 접근성은 좋았습니다는 잘 작동하였고 도 적당히 크고 좋았습니다 방음이 안 된다는 점은 조금 아쉬웠지만 그날 머물렀을 때는 다들 조용한 손님들만 있어서 그런가 조용히 잘 잤습니다 이만한 가격에 성수기 시즌에 머물 수 있다는 점 아주 훌륭했습니다 스타일러도 있어서 하루 머물면서 잘 이용했습니다', '후기 보고 하루 전까지 갈까 말까 고민을 했는데 가길 너무 잘한 것 같아요 안 좋은 후기 보고 특히 담배 냄새 걱정이 가득했는데 쾌적했고 아쉬운 게 있다면 샤워부스 문 뒤에 곰팡이가 너무 많았어요 안 닦이는 건가 했는데 잘 닦이더라고요 그리고 원래가 침대를 검토하고 눕는 사람이 아니라 후기에 침대에 뭐가 묻어있다는 둥 이야기가 많았지만 별로 신경 쓰지 않았는데 자고 일어나니까 침대에 깔려있는 이불에 신발자국이 있더라고요 세탁업체에서 밟은 걸 그냥 보내준 건지 세팅하다가 그런 건지는 모르겠으나 다 좋았는데 이 두 가지가 조금 아쉬웠어요']",
전주 제이즈호텔,1714,468,2182,78.6,21.4,0,0.0,"['전주에 출장 가면 자주 묵는 숙소 중 하나인 곳 제이지입니다 확실히 매번 글 쓰지만 리모델링 하고 나서 티브이 보는 게 더 재미있고 평일엔 가격도 너무나도 착해서 요즘은 많은 사람들이 오는 거 같아서 심적으로 뿌듯하네요 장점은 뭐 주차시설이 편리하고요 자조 오다 보니 조금 더 방을 업그레이드해 주시는 부분도 있고 친절은 뭐 덤이죠 그리고 침대 매트리스 부분도 괜찮고 방청 결도 만족하고 수압 부분도 아무 문제가 없습니다 그리고 주변에 먹거리도 어느 정도 있어서 출장 오시면 하루 묵어보시는 것도 좋아요', '일 특성상 주에 일 이상 출장을 다녀요 전국에 호텔 모텔 펜션 골고루 방문합니다 오늘은 에이즈 솔직한 후기 작성해 볼게요 먼저 프런트 직원분 친절하세요 개인적으로 침구 테이블 화장실 상당히 깨끗하고 청소가 너무 잘 되어있어 만족합니다 일회용품 종류별로 준비가 잘 되어있어 완전히 만족합니다 주차 시설도 넓어요 컴퓨터는 따로 없습니다 건물을 깨끗하게 관리하셔서 상당히 마음에 들어요 재방문 의사 정말 있습니다 다음에 전주 방문하면 무조건 재방문 할 생각입니다 하루 잘 쉬었습니다 사장님 사업 번창하세요']","['주차장은 널널하고 입실시간이 시부터라서 전주 와서 체크인하고 외출 동물원 분정도 걸리는듯하고 한옥마을도 분정도 걸리는듯합니다 주변상권은 모텔촌 층에 슬러시 팝콘 원두커피는 없고 믹스커피 녹차티백 몇개와 정수기 전자렌지만 있었구요 객실 가격대비는 최고입니다 침대린넨류는 교체는 하였으나 침구에 오염과 머리카락 변기는 왜 뚜껑이없는지는 몰겟구옹 드라이기와 고데기가 욕실 내부에잇어 습기가 맨첨 입실하자마자찍엇는데 욕조에는 물기가 전혀 제거되지않은 상태였고 물빨은 보통보다 조금 약하다고 보시면될듯합니다 침대는 딱딱한편 베게는 솜베개 다소 딱딱 모든게 가격대비 그래도 객실 청결은 괜찮은편이고 리모델링해서 깨끗한편입니다 또한 티비 크기 매우만족 넷플과 티빙 잘됩니다 방음은 문하나 사이두고 닫으니 생각보다 조용 문여니까 엘베앞이라서 엘베 소리가 거슬렷는데 문닫고 하니 그래도 갠찮은것같아요 이왕이면 예민하시다면 엘베에서 좀 멀리 가시는걸 추천해드립니다', '예전에 자주 다녔던 곳인데 이번에 새로 문 열어서 다시 한번 가봤습니다 전하고 크게 달라진 건 없지만 조명이 바뀌어서 그런지 밝아진 분위기 방 수준의 컴퓨터 그리고 개인 계정 없이 시청 가능한 가 제일 큰 매력으로 다가왔습니다 주차장이 조금 협소하긴 한데 저는 이제껏 주차 못 한 적은 없었으니 걱정 안 하셔도 되고 근처에 공영주차장도 있으니 혹여 만 차라면 거기다 주차하고 오시면서 근처 편의점도 한번 들르시고 한 면 될 것 같습니다 사진을 퇴실 전어 찍어서 그렇긴 한데 처음 들어가면 깔끔한 느낌 듭니다']",
전주 큐,3270,701,3971,82.3,17.7,0,0.0,"['자주 가는 곳입니다 남자 여자 사장님 둘 다 너무 친절하세요 방도 넓고 수압이 엄청 세고 전기장판도 있고 뜨거운 물도 엄청 잘 나옵니다 수압이랑 뜨거운 물이 엄청 잘 나와서 조절 잘하세요 주차할 곳도 많아요 넷플릭스도 잘 나오고 모텔 앞에 바로 편의점도 있어서 편리해요 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다 또한 가격도 다른 모텔에 비해 저렴하고요 진짜 좋은 거 같습니다 오래오래 유지됐으면 좋겠어요', '자주 가는 곳입니다 일단 사장님이 너무 친절하세요 방도 넓고 수압이 엄청 세고 전기장판도 있고 뜨거운 물도 엄청 잘 나옵니다 수압이랑 뜨거운 물이 엄청 잘 나와서 조절 잘하세요 주차할 곳도 많아요네 플린 스도 잘 나오고 모텔 앞에 바로 편의점도 있어서 편리해요 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다 또한 가격도 다른 모텔에 비해 저렴하고요 진짜 좋은 거 같습니다 오래오래 유지됐으면 좋겠습니다']","['가격은 싼 편이고 사장님이 친절하십니다 창문이 커서 환기시키기 좋습니다 바깥 소음은 딱히 없었는데 문이 틀에 잘 안 맞는지 다른 객실에서 출입할 때마다 덜컹거려 처음에 조금 놀랐습니다 침대는 보통 사이즈 둘이서 자는 데 불편함은 없습니다 냉장고에 물 개 있고 컴퓨터 스타일러 있습니다 수건 개 어메니티 제공됩니다 수압은 적당하고 따뜻한 물은 잘 나옵니다 전체적인 위생상태는 무척 좋은 편이었습니다 특히 화장실 조명이 상당히 밝은 편이라 속속 잘 보였는데 특별히 지적할 만한 것이 전혀 없어 좋았네요 에어컨도 청소 잘 되어있었습니다 한 가지 아쉬운 점이 있다면 언컨 위치가 머리 쪽이라 바람이 얼굴에 너무 직접 오는 건데 이건 팬을 위로 올리거나 간접풍으로 해결하면 될 듯합니다 잘 쉬다 갑니다', '가성비 숙소입니다 주말에는 가성비로 쓸 수 있는 숙소입니다 일단 가격이 쌉니다 늦은 시간에 가면 사장님께서 숙소 업그레이드도 해줍니다 근데 보통 업그레이드해 주십니다 하는데 그냥 아무 말 하지 않고 해주셔서 숙소에 들어가면 알 수 있습니다 가성비 숙소이기 때문에 어느 정도 포기해야 할 것도 있습니다 화장실은 조금 오래되었고 숙소도 좀 오래된 느낌이 납니다 그래서 잠만 잔다면 꽤 괜찮은 숙소입니다 저렴한 숙소를 찾으신다면 여기 숙소를 추천합니다']",
전주 테라호텔,678,191,869,78.0,22.0,0,0.0,"['주인분들 친절하세요 객실 청소상태도 좋았고요 침구도 깨끗하고 어메니티도 잘 갖춰져있어서 불편함이 없었네요 업그레이드해서 객실을 주셨다 했어요 안마의자가 있어 저녁 내내 그리고 아침에도 안마를 했네요 편하게 쉬고 나왔는데 집에 와서야 목걸이가 없어진 걸 알았어요 안마의 트자 할 때 목에 목걸이가 눌려 아팠었는데 그냥 참고하다 걸쇠가 풀렸었나 봐요 청소하시는 분도 못 봤다는데 비싼 숙박하고 왔어요 주변 인프라도 잘돼있고 숙소 상태는 정말 좋아요', '안녕하세요 여기 숙소 위치가 굉장히 좋습니다 주변에 먹거리 식당 술집 등 인프라가 좋습니다 그리고 편의점 역시 분 거리 안에 있어 이용하기 편하고요 시설이나 설비 가격 대비 만족스럽습니다 수건 상태 욕실 청소상태 방 컨디션 만족스럽습니다 카운터 직원분 응대하는 모습도 친절하여 기분 좋게 쉬다 갑니다 추후 이용한다면 다시 방문할 의사 있으니 항상 번창하시고 앞으로도 현 상태 잘 유지해 주시면 고객 입장에서 고마울 것 같습니다 항상 건강하시고 잘 쉬다 갑니다']","['전주 관광지와 가까워서 위치가 괜찮고 주차장도 자리가 많아 편했습니다 복도에 전자레인지가 있어 간단하게 음식을 데워먹을 수 있고 드라이기나 고데기 등이 구비되어 있어 좋습니다 기본적으로 씻을 때 필요한 물품들도 있고 방이 대체로 넓은 편이었습니다 침대에 전기장판이 있어 따뜻하게 잘 수 있었고 작은 테이블과 의자가 있어 간단하게 먹을 수 있었습니다 욕실도 매우 넓었어요 조금 아쉬운 점은 예약할 때 봤던 사진과 방 분위기가 다르고 살짝 노후화된 느낌이 있었으며 쾌쾌한 담배 냄새가 나는듯하여 아쉬웠습니다', '대로 변에 있어 찾기 쉬워요 주차장도 있고 주변 편의점 여럿 있습니다 저녁에 조인한데 차 다니는 쪽은 차 지나가는 소리 나긴 하는데 여름이라 에어컨 키고 문 닫으면 소리 안 나요 침구 깨끗해서 좋아요 컴퓨터 최신이라 출장 와서 이용하기 편했어요 냉장고에 음료 두 캔 있어 맛있게 마셨습니다 욕실엔 탕이 있어 목욕도 가능하고요 화장실이 방 이랑 사이즈가 비슷해서 좁은 느낌은 없었습니다 넥플릿스 잘 나오고 티브이 잘 나와요 숙소가 조금 노후되었지만 잘 관리가 되어있어 지낼만했습니다 불편한 거 전혀 없었고요 잘 쉬다 갑니다']",
전주 투썸호텔,876,178,1054,83.1,16.9,0,0.0,"['처음 방문해 봤는데요 숙소가 깨끗하고 좋습니다 사장님이 친절하십니다 그리고 티브이도 크고 깔끔하면서 아늑해서 푹 쉬다 갈 수 있었습니다', '사장님 너무 친절하세요 방 업그레이드해 주셨어요 객실 상태 청결 깔끔 그 잡채 어메니티도 기본으로 잘 구비되어 있고 티브이 커서 좋아요 다 있는 게 대박입니다 재방문 의사 번창하세요 사장님']","['주차장이 넓어서 좋습니다 입구에서 은은한 음악이 있기에 더 좋은 것도 있고요 근처에 먹자골목도 있고 편의점도 많아 아주 편리합니다 객실 상태 양호합니다 넷플릭스 시청도 할 수 있습니다 욕실은 해바라기는 없으니 참고하시고요 샤워기 밑에 물 빠지는 공간이 있긴 한데 샤워기의 위치가 약간 애매해서 잘못하면 밖으로 물이 샐 수도 있으니 꼭 주의해야 합니다 그리고 방에 모기가 있어서 여러 방 물렸네요 대체적으로 무난하고 쾌적한 숙소였습니다 접근성 편의성 쾌적성 모두 굿입니다', '저렴한 가격에 정말 편하게 머무르고 재밌게 놀다 갑니다 프런트에 계신 직원분이 너무 친절해서 좋고요 다른 모텔들은 담배 냄새가 너무 심하게 나는데 여기는 담배 냄새가 심하지 않아서 좋았어요 침대도 푹신푹신해서 잠이 솔솔 오는 게 아주 맘에 들었고요 화장실 청결 상태도 나쁘지 않았습니다 다음에 또 모텔을 예약할 기회가 생긴다면 고민하지 않고 여기를 고를 것 같네요 간단한 간식비가 있는 것도 정말 맘에 들었습니다 혹시 이 모텔을 고민 중이시라면 여기로 하세요 만족하고 갑니다']",
전주 프린스,478,137,615,77.7,22.3,0,0.0,"['숙소 위치는 중화산동 모텔촌 근처에 있습니다 주변에 비슷한 숙소가 많은데 괜찮은 곳인 거 같아요 방은 전체적으로 깨끗한 편입니다 창문이 커서 환기시키기에도 좋습니다 넷플릭스로 영화나 드라마 보기에 좋아요 청소도 깔끔하고 관리도 잘 된 거 같아요 있을만한 거 다 있고 큰 불편함 없습니다 침대는 적당하게 푹신합니다 베개는 개 있어서 편하게 쉴 수 있습니다 샤워기 수압도 좋고 온 수도 잘 나와요 에어컨 냄새 없이 시원합니다 선풍기도 설치되어 있습니다 다음에 또 방문하겠습니다', '푹 쉬었어요 너무 편해요 처음에 들어갈 때부터 많이 친절하시고요 방 들아가서도 방 컨디션이 너무 좋았어요 먼지에 엄청 민감한데 환기 좀 시키니 엄청 좋았어요 침대도 적당하고요 냉장고에 물 개랑 음료수 개 있어요 스타일러도 있어서 옷 관리할 수 있고요 탁자도 있어서 배달 시켜 먹기 좋아요 화장실엔 욕조도 있고요 수압도 적당해요 티브이도 넷플릭스 유튜브 다 잘 돼서 좋고요 에어컨도 안 좋은 냄새도 안 나요 이 정도 좋은 가격으로 편하게 있다 갈 수 있는 좋은 숙소 같아요']","['푹 쉬었어요 잘 쉬었습니다 카운터에 있으신 분 친절하시고요 방에 처음 들어갈 때 방 컨디션도 나쁘지 않고요 냉장고에 물 개 음료 개 있어요 침대도 허리 안 아프게 괜찮아서 잠이 잘 와요 티브이 크기는 적당하고 사운드도 나쁘지 않아요 넷플 유튜브 됩니다 창문도 편하게 열수 있고요 환기 시키기 편해요 탁자도 있어서 배달음식 시켜 먹기 편해요 화장실에 욕조 있고요 수압도 나쁘지 않아요 방음도 그리 신경 쓰일 정도는 아니고요 전주 중화산동에서 편하게 쉬다 갈 수 있는 숙소인 것 같아요', '푹 쉬었어요 푹 쉬었습니다 카운터에 있으신 분 많이 친절하십니다 방에 들어갈 때 오래된 모텔 특유의 페브리즈 냄새가 안 나서 좋아요 티브이 크기는 적당하고요 사운드도 나쁘지 않아요 냉장고에 음료가 물 개 있어요 침대도 허리 안 아프게 나쁘지 않고요 잠 잘 왔어요 창문도 적당히 열수 있게 돼서 환기 시키기 편해요 화장실에 욕조 있고요 수압도 나쁘지 않아요 도보 특가로 예약할 때 스타일러 있는 방으로 주셔서 감사합니다 전주 중화산동에서 평일 싸게 쉴 수 있는 아주 가성비 좋은 숙소 같아요']",
전주 하운드호텔 전주아중지구,182,27,209,87.1,12.9,0,0.0,"['출장이 매우 많아서 근처의 대부분의 숙소를 방문하였는데 최근 리모델링 오픈이 된듯하여 최근에 매우 자주 방문을 하게 되네요 라텍스 침대라 누었을 때 포근하게 감싸주워서 꿀잠을 자게 되네요는 대형 인치이고 넷플 등은 기본입니다 어메니티 부족하지 않고 수건이나 침구 또한 매우 깨끗하여 출장 시 하루 지내는 게 마음 편하네요 샤워 시 물 수압도 좋아서 피로가 싹 씻기고 샴푸 린스 보디까지 나쁘지 않습니다 아울러 자주 오다 보니 사장님이 반갑게 맞이해 주시는 게 젤로 감사합니다', '주차장이 넓어서 주차하기에 매우 편리합니다 직원분도 매우 친절하게 잘 응대해 주셨습니다 각종 도 무료로 볼 수 있어서 좋습니다 신축 리모델링이라 시설이 깔끔하고 좋습니다 청소상태는 기존에 방문했을 때보다는 조금 덜되어있는 상태라서 조금 아쉬웠습니다 베드는 조금 단단한 상태여서 물렁한 거보다는 더 좋습니다 간편 조식 제공되는 옵션이었는데 샐러드와 샌드위치 음료까지 아주 좋은 조식이고 딜리버리라서 더 좋았습니다 옷걸이도 넉넉하게 있어 잘 사용했습니다 재 방문의 사 있습니다']","['주차장 동 동 동시에 운 여해서 주차장은 여유 있네요 지붕도 있어서 비가 와도 크게 문제없어요 체크인 동 층에서만 가능 직원 상주하는 듯합니다 친절함 조식 비즈니스 방을 예약해서 사용 못함 룸 컨디션 방은 엄청 큰 편이네요 침대와 티브이 사이 간격도 길어서 누워서 티브이 보기 좋아요 넷플릭스 시청 가능하고 리모컨 오른쪽 가기 버튼이 잘 안 눌러져요 매트리스 좋아요 화장실 역시 넓고 깨끗한 편이네요 최신식은 아니지만 사용하는데 무리는 없습니다 기본 샴푸 컨디셔너 보디 샴푸 제공해 주는데 눌러서 펌핑이 아니고 짜서 쓰는 거라 조금 불편 그리고 수압이 조금 낮아서 민감하신 분은 성질이 그리고 마지막으로 비즈니스방이고 대 있다고 해서 예약했는데 얼마 전을 다 뺐다고 합니다 빨리 정보 삭제를 하심이', '날짜를 착각해서 날려버렸어요 다음에 기회가 되면 다시 예약해서 가도록 해볼게요 전화했었는데 계속 통화 중이더라고요']",
전주 하운드호텔 터미널점,181,15,196,92.3,7.7,0,0.0,"['우선 프런트에 사장님 너무 친절하셨습니다 피시 룸 예약했는데 피시방 컴퓨터처럼 좋았어요 방은 엄청 깔끔했고 화장실 변기랑 샤워실 씻는 곳 따로 분리돼있고 스타일러도 있습니다 위치도 터미널 바로 뒤편에 있고 가까운 거리에 대학가가 있어서 맛집도 많았어요 같이 간 친구가 진짜 엄청 예민한데 숙소 너무 깨끗하고 좋다고 만족했어요 전주 여행 오시는 분들은 한번 이용해 보세요', '비즈니스킹 먼저 저렴한 가격에 숙박하여 주차시설도 만족스러웠습니다 친절하게 안내해 주니 좋았습니다 그리고 제가 비흡연자라 담배 냄새를 싫어하는데 담배 냄새가 안 나서 좋았고 시설도 너무 좋네요 화장실이랑 룸 컨디션 상태도 좋고 침구류도 뽀송뽀송하고 좋았습니다 사실 집 아닌 다른 잠자리는 불편해하고 싫어하는데 덕분에 좋은 환경에서 출장 왔다가 잘 쉬다 갑니다 담에 근처 출장 올 일 생기면 다시 이용해야겠네요 정말 적극 추천드립니다 최고입니다 꼭 가보세요 후회 없답니다']","['군산 여행 숙소를 고민하다가 전주 하운드 호텔 터미널점으로 예약했어요 우선 위치가 정말 터미널 근처여서 뚜벅이로 여행하실 분 특히 시외버스로 전주에 도착하시는 분에게 아주 좋습니다 두 번째로 객실의 청결인데 화장실이 방과 분리되어 신발장을 통해 지나가게 되어있는 구조여서 습하지 않았고 방 크기도 적당했고 담배 냄새도 나지 않았습니다 바닥이나 욕조도 청소가 잘 되어있었어요 한 가지 아쉬운 점은 베개가 개다 너무 높아서 그 점이 아쉬웠습니다 그거 하나 빼고는 쾌적하고 위치도 좋아서 재방문 하고 싶어요', '잘 쉬다가 갑니다']",
전주 호텔 늘,1375,416,1791,76.8,23.2,0,0.0,"['사장님 친절하시고 주차장도 은근 넓어요 티브이가 진짜 커서 넷플릭스 재밌게 봤습니다 스타일러도 있어서 좋아요 욕조도 있고 주변에 편의점 정말 가깝고 한옥마을도 차 타고 별로 안 걸리는 거리에 있습니다 대신 방음이 잘 되는 게 단점인 거 같아요 옆방에서 티브이 보는 소리 말하는 소리가 다 들리긴 합니다 그래도 그것만 빼면 아주 편하게 잤어요 즐거운 전주여행이 됐습니다 감사합니다 즐거운 전주여행이 됐습니다 감사합니다 즐거운 전주여행이 됐습니다 감사합니다', '방이 아주 넓진 않았지만 좁지도 않아 적당히 아늑하고 편안한 분위기였습니다 침구류가 다른 숙소들과 다르게 깔끔하고 깨끗해서 거부감 없이 사용할 수 있었어요 조명도 은은해서 편안한 분위기 속에서 휴식하기 좋았네요 화면이 커서 영화나 예능 보기 좋았고 화장실은 청결하게 관리되어 있어 사용하는 데 불편함이 없었습니다 수압도 괜찮아 샤워하는 데 불편함 없이 좋았습니다 전체적으로 조용하고 쾌적한 환경 덕분에 편히 잘 쉬고 재충전하고 왔네요 담에 또 가려고요']","['총점 반 위치 안중리 먹자골목 쪽에 위치한 숙소라서 주변에 음식점이나 술집 등등 맛집이 많이 있습니다 차로 분 정도 위치에 한옥마을 및 아중 역 레일바이크도 있어서 주변에 할 건 꽤 있는 편입니다 편의점도 거의 분 거리마다 있어서 주변 인프라가 잘 형성되어 있는 편입니다 청결도 아무래도 가격이 저렴한 편이라 그런지 청결은 약간 부족한 점이 하나씩 보이는 것 같긴 합니다 화장실이나 방바닥 등 여러 부분이 조금 지저분했지만 가격을 생각하면 흐린 눈은 할 수 있을 정도였습니다 항상 사용하는 숙소라 이젠 익숙합니다 대실 하고 싶을 때 주로 이용하는 숙소인데 가성비 좋은 곳이라 추천합니다', '자주 가던 숙소라서 이번에도 믿고 대실 예약했습니다 오늘 비가 와서 그런지 너무너무 습하더라고요 그리고 배정된 방에 들어가니 청소가 방금 된 건지 바닥이 미끄럽고 젖어있었습니다 사장님께 말씀드리니 다른 방들도 다 그렇다고 슬리퍼 신으라고 하시더라고요 신었는데 슬리퍼 때문에 더 미끄러워서 넘어질 뻔했습니다 그리고 청소를 제대로 안 하신 건지 테이블에 담뱃재가 이불에도 얼룩이 너무 잘 보였고 항상 믿고 사용하는 곳이었는데 그래도 나름 단골인데 서비스가 조금 부족했습니다']",
전주 호텔 시그니처,685,84,769,89.1,10.9,0,0.0,"['전주 장기 출장 중이어서 전주 시내 여러 숙소를 이용 중인데 시그니처가 가장 깨끗하고 시설이 좋은 것 같습니다 주차장이 좁은 게 아쉽지만 사장님께서 친절하게 주차해 주셔서 어려움 없이 이용 가능했습니다 리뷰가 높은 이유가 있네요 화장실 침구 등 객실 청결 전혀 문제없었고 방음 빵 온도 등도 전혀 문제없어 잘 쉬었다 갑니다 다음 주에도 출장 예정인데 다시 이용할 생각입니다 주변에 편의점이나 식당도 가까이 있어 식사하기에도 문제없었습니다', '지방 출장 중에 전주 중화산동 시그니처 호텔에서 박 일 머물렀는데 정말 만족스러웠습니다 사장님이 매우 친절하게 맞이해주셔서 기분 좋게 체크인할 수 있었고 객실도 청결하게 관리되어 쾌적하게 지낼 수 있었어요 특히 안마의자와 스타일러가 구비되어 있어 여행 중 피로를 풀기에 딱 좋았고 이 가격에 이런 시설을 이용할 수 있다는 점에서 가성비가 정말 뛰어났습니다 위치도 좋아서 전주 여행 시 이동하기 편리했고 다음에도 전주에 방문한다면 꼭 다시 묵고 싶은 숙소예요 추천합니다']","['숙소 커요 주차장은 협소한 편인데 발레파킹해주십니다 숙소는 깔끔하고 침대의 쿠션감은 잠을 자고 못 일어날 정도입니다 티브이는 엄청 커서를 즐기기엔 최고입니다 담배 냄새는 안 나긴 하는데 밖에 나갔다 오니까 담배 냄새 살짝 나는 거 같더라고요 마치 복도에서 좀 나는 느낌 화장실 수압이 살짝 아쉬워요 샤워할 때 샤워기 호스 거가 많이 약해서 씻는데 애먹긴 했습니다 중화산동 모텔촌에 위치해있어서 어디든 걸어 다니긴 나쁘지 않으며 바로 앞에 편의 덤 있어서 조앗습니다', '여러 지방으로 출장을 다니는 업무의 특성상 여러 도시의 다양한 숙소를 많이 방문해 보니 여기 숙소는 괜찮은 숙소인 것 같네요 우선 청결 상태가 마음에 드는 게 청소를 신경 써서 하시는 것 아주 좋습니다 자주 일어서서 일하는 특성상 침대 컨디션도 중요한데 침대 컨디션도 아주 흡족하게 사용하였습니다 욕실도 청소상태가 깨끗하게 해놓으셨고 수도 수압도 잘 나오니 정말 마음에 드네요 그리고 온수도 마음에 들 정도로 잘 나옵니다 안내실에 계시는 분들도 친절하셔서 이 숙소에 숙박을 하셔도 좋으실 겁니다']",
