name,category,ratring_score,rating_count,feature,addr
전주 우아동 프린스,모텔,3.9,582,한옥마을(10분) 전주역(2분),전북특별자치도 전주시 덕진구 동부대로 441 (프린스모텔)
전주 진북동 장미,모텔,4.5,149,전주한옥마을 차량 3분,전북특별자치도 전주시 덕진구 안덕원로 106-10
전주 전주이야기펜션,펜션,5.0,18,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 동부대로 82-2
전주 우아동 HOTEL SOL(솔),모텔,4.3,102,한옥마을 차량7분/ 전주역 차량6분,전북특별자치도 전주시 덕진구 아중2길 22-4
완주 호텔 아리아(HOTEL ARIA),모텔,4.6,541,◀ 눌러서 위치 확인하기,전북특별자치도 완주군 삼례읍 동학로 36-10 (아리아모텔)
전주 메이드호텔,호텔,5.0,6,전주역 차량 7분 거리,전라북도 전주시 덕진구 산정2길 12-8
전주 MH HOTEL 객리단길점,호텔,4.8,90,차이나거리(걷고싶은거리) 도보 2분,전라북도 전주시 완산구 전주천동로 232(다가동3가)
전주 중화산동 호텔 더 케이,모텔,4.3,797,완산구청 근처,전북특별자치도 전주시 완산구 한두평1길 10
전주 금암동 비스트,모텔,3.7,"2,863","버스터미널 1분,전주역,한옥마을 10분",전북특별자치도 전주시 덕진구 용산3길 12
전주 온고을 한옥스테이,게스트하우스,4.7,179,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 향교길 51-10
전주 금암동 스카이쇼1 무인텔,모텔,4.0,440,"터미널(1분),전주역,한옥마을(10분)",전북특별자치도 전주시 덕진구 용산2길 11 (스카이쇼무인텔)
전주 서선야 한옥스테이,게스트하우스,5.0,63,한옥마을 제 1주차장에서 3분 거리,전북특별자치도 전주시 완산구 동문길 19-6
전주 산정동 호텔 카누(HOTEL KANU),모텔,4.8,598,"한옥마을(10분), 전주역(2분)(클릭)",전북특별자치도 전주시 덕진구 산정2길 12-7
전주 중화산동 라베호텔(LABE HOTEL),모텔,4.2,133,막걸리거리8분 한옥마을10분,전북특별자치도 전주시 완산구 한두평2길 8-5 (라베호텔)
전주 대명여관펜션,펜션,4.5,42,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문4길 25-10 (대명여관)
전주관광호텔,호텔,3.8,338,전주시 완산구,전라북도 전주시 완산구 전주객사5길 44-5
전주 우아동 맨하탄,모텔,4.6,37,전주역 2분 거리,전북특별자치도 전주시 덕진구 도당산3길 8-2 (맨하탄모텔)
전주 진북동 경동,모텔,4.2,210,덕진구청 4분 거리,전북특별자치도 전주시 덕진구 안덕원로 106-12
전주 한옥마을 덕수궁 한옥스테이,게스트하우스,4.6,146,전주 한옥마을 도보 3분,전북특별자치도 전주시 완산구 간납로 10
전주 한옥마당 펜션,펜션,5.0,21,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 80-13
전주 그리운집 한옥스테이,게스트하우스,5.0,58,한옥마을,전북특별자치도 전주시 완산구 향교길 23-3
완주 칸 드라이브인 무인텔(KAN),모텔,4.1,305,전주혁신도시 인근◀눌러서 위치 확인하기,전북특별자치도 완주군 이서면 콩쥐팥쥐로 968-17
전주 에비뉴 호텔,호텔,4.0,175,전주역 약 1.84km,전라북도 전주시 덕진구 산정2길 12-16
전주 아침스테이,펜션,5.0,14,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 150-5
전주 블루보트 게스트하우스,게스트하우스,5.0,56,전주한옥마을 내 위치 ,전북특별자치도 전주시 완산구 충경로 75
전주 꽃무릇펜션,펜션,3.5,50,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-14
전주 신시가지 스테이호텔,모텔,5.0,5,신시가지 메인거리 안쪽 첫번째 위치,전북특별자치도 전주시 완산구 홍산북로 60-8
전주 오페라 21,호텔,3.3,208,전주한옥마을 4.06km,전라북도 전주시 덕진구 정언신로 186
전주 신시가지 호텔 폭스-FOX 2.0,모텔,4.6,375,전주버스터미널 차량 11분,전북특별자치도 전주시 완산구 홍산북로 58
전주 산정동 호텔 샾(Hotel Sharp),모텔,4.5,168,"전주역 5분,한옥마을 7분,터미널 10분",전북특별자치도 전주시 덕진구 산정3길 22
전주 교동가온 한옥스테이,게스트하우스,5.0,40,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 73-1
전주 우아동 쉐르빌,모텔,4.2,156,아중역(폐역)에서 도보5분,전북 전주시 덕진구 아중4길 9
전주 뜰안채 한옥스테이,게스트하우스,5.0,28,전주한옥마을 내 위치 ,전북특별자치도 전주시 완산구 어진길 94-5
전주 별빛궁 한옥스테이,게스트하우스,5.0,50,"경기전, 오목대 도보3분",전북특별자치도 전주시 완산구 태조로 12-18
전주 중화산동 호텔 시그니처,호텔,5.0,7,한옥마을/시청/전주역 인근,전라북도 전주시 완산구 한두평4길 5-4
전주 향교길선우가펜션,펜션,5.0,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-13
전주 중화산동 호텔사운즈,모텔,3.4,65,⭐Grand Open 중화산동⭐호텔사운즈,전북특별자치도 전주시 완산구 한두평3길 7-6
전주 별둘 자쿠지 독채 펜션,펜션,5.0,3,전주시 완산구 노송동,전북특별자치도 전주시 완산구 간납대2길 59-3
전주 한옥마을돼지꿈한옥펜션,펜션,4.5,8,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-36 (노인교회)
완주 혁신도시 드래곤호텔,모텔,4.8,116,←⭐드래곤호텔 (위치보기)⭐,전북특별자치도 완주군 이서면 오공로 21-5
전주 교동살래 한옥스테이,게스트하우스,4.5,135,한옥마을 인근 위치,전북특별자치도 전주시 완산구 전주천동로 66-1
전주 한옥마을하늘애한옥펜션,펜션,5.0,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 33-11
전주 한옥마을덕수궁펜션,펜션,4.9,31,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납로 10
전주 한옥마을 인디고,게스트하우스,4.9,16,전주한옥마을공용주차장도보로 3~5분소요,전북특별자치도 전주시 완산구 은행로 5-9
"전주 봄,하루",펜션,4.0,1,"풍남문 도보 2분, 한옥마을 도보 3분",전북특별자치도 전주시 완산구 풍남문3길 9-16
전주 별빛궁한옥펜션,펜션,4.7,28,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-18
전주 안녕제제 게스트하우스,게스트하우스,5.0,13,전주한옥마을내 경기전 뒷편 위치,전북특별자치도 전주시 완산구 전동성당길 33-9
전주 한옥마을 한옥숙박예쁘다펜션,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 59
전주 한옥고희펜션,펜션,4.3,7,전주시 완산구 완산동,전북특별자치도 전주시 완산구 빙고리3길 5
전주 엑스오 XO 호텔,호텔,4.3,40,전주고속버스터미널 도보 4분,전라북도 전주시 덕진구 용산1길 17-1
넘버25호텔 전주산정점,호텔,5.0,16,전주역 KTX 차량 6분 거리,전라북도 전주시 덕진구 산정3길 12
전주 서노송동 코아,모텔,4.1,50,◀ 눌러서 위치 확인하기,전북특별자치도 전주시 완산구 팔달로 286-7 (코아모텔)
전주 동산동 편백,모텔,3.5,156,"전주 동산동, 반월동, 만성동 숙박",전북특별자치도 전주시 덕진구 편운로 7
24게스트하우스 전주점,게스트하우스,4.7,108,전주 시청 근처,전북특별자치도 전주시 완산구 현무3길 56 (24게스트하우스)
전주 우아동 이츠 호텔,호텔,5.0,2,"전주역 차량 5분, 한옥마을 8분",전북 전주시 덕진구 아중2길 18-6 (우아동2가)
전주 우아동 이츠 호텔,호텔,5.0,2,"전주역 차량 5분, 한옥마을 8분",전북특별자치도 전주시 덕진구 아중2길 18-6
전주 금암동 타임,모텔,4.2,121,전주고속버스터미널 도보 4분,전북특별자치도 전주시 덕진구 용산1길 11
전주 한옥마을 더정가스테이,펜션,4.7,14,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 76
전주 천년의아침한옥펜션,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 71-1
전주 인터내셔널 호스텔,게스트하우스,5.0,34,전주역에서 도보 1분,전북특별자치도 전주시 덕진구 동부대로 694-8
전주 엣지호텔,호텔,5.0,1,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 산정2길 28-5
전주 천동로선우가,펜션,5.0,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 50 
전주 진북동 하얀,모텔,4.0,3,덕진구청 차량 약 4분,전북특별자치도 전주시 덕진구 안덕원로 106-8 (하얀장여관)
전주 다정 한옥스테이,게스트하우스,5.0,21,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 전동성당길 30
전주 예술인의집마담초이펜션,펜션,5.0,1,한옥마을은 도보로 3분 거리,전북특별자치도 전주시 완산구 서학로 16-5
전주 한옥고희,게스트하우스,4.0,6,전주시 완산구 완산동,전북특별자치도 전주시 완산구 빙고리3길 5
전주 중화산동 호텔 루고(RUGO),호텔,5.0,2,전주시 완산구 중화산1동,전북 전주시 완산구 한두평4길 5-5
전주 중화산동 호텔 루고(RUGO),호텔,5.0,2,전주시 완산구 중화산1동,전북특별자치도 전주시 완산구 한두평4길 5-5
전주 궁호텔,호텔,4.3,3,전주 고속버스/시외버스 터미널 도보 2분,전북특별자치도 전주시 덕진구 용산1길 17-4 (궁관광호텔)
전주 제니홈 게스트하우스,게스트하우스,5.0,32,전주역,전북특별자치도 전주시 덕진구 장재안길 6
전주 이오당펜션,펜션,4.3,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-43
전주 중노송동 파인,모텔,3.3,64,전주한옥마을 5분(위치보기),전북특별자치도 전주시 완산구 현무3길 54 (파인모텔)
전주 한옥마을 건축문화상 수상한 이가한옥 펜션,펜션,4.3,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납로 8
전주 어울림게스트하우스,펜션,5.0,12,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 75-5
전주 덕진동 타미,모텔,4.0,56,전주 덕진공원 바로 앞 위치,전북특별자치도 전주시 덕진구 권삼득로 383
전주 사랑루 한옥스테이,게스트하우스,4.7,37,전주 한옥마을 내 위치/한벽문화관 50m,전북특별자치도 전주시 완산구 전주천동로 58-5
전주 동락원,펜션,4.7,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 33-6 (동락원)
전주 들꽃사랑채펜션,펜션,5.0,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 51-16
전주 고사동 씨네마,모텔,5.0,44,전주영화제작소 앞(영화의거리)(위치보기),전북 전주시 완산구 전주객사3길 27 (고사동)
위너 호텔,호텔,4.6,120,전주역 2.79km,전라북도 전주시 덕진구 아중4길 20
전주 소소한한옥,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 5-7
전주 한옥마을 꼴 게스트하우스,게스트하우스,5.0,28,전주시청 인근,전북특별자치도 전주시 완산구 은행로 21-1
완주 째즈호텔,모텔,4.6,31,전주3공단소재,전북특별자치도 완주군 봉동읍 둔산2로 33-4
전주 분 게스트하우스,게스트하우스,5.0,13,경기전,전북특별자치도 전주시 완산구 전동성당길 33-6
전주 한옥마을 스테이선선,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 62-6
전주 봄날,펜션,5.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학3길 44
전주 한옥마을 예당한옥펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 51-9
전주 효자동 캐슬,모텔,4.1,32,전주 서부시장 근처,전북특별자치도 전주시 완산구 효동2길 17-4 (한성모텔)
전주 더머뭄 한옥스테이,게스트하우스,4.7,67,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-25
전주 푸른솔펜션,펜션,5.0,8,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 내원당길 92-7
전주 한옥이야기펜션,펜션,4.3,6,전주시 완산구 풍남동,전라북도 전주시 완산구 은행로 83-12
전주 금암동 나라,모텔,5.0,19,버스터미널 도보 5분,전북특별자치도 전주시 덕진구 가리내로 37
에이치에비뉴호텔 덕진점,호텔,4.6,16,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 덕진연못3길 9-3
전주 한옥마을 산민재펜션,펜션,5.0,1,"50M 전주향교,30M 전주 전통한옥식당",전북특별자치도 전주시 완산구 향교길 153
전주 한옥마을 어린왕자 게스트하우스,게스트하우스,5.0,33,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 태조로 14-1
호텔 에코스테이,호텔,4.4,141,전북대학교 15분거리,전라북도 전주시 덕진구 세병서로 8-27
전주 좋은날한옥펜션,펜션,5.0,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 37-7
전주 어사화,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 106-1
전주 한옥토박이펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 74-15
전주 우아동 CF(씨에프),모텔,4.3,15,전주한옥마을 차량 8분,전북특별자치도 전주시 덕진구 아중4길 10-5 (CF모텔)
전주 소리풍경 펜션,펜션,4.0,12,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-5
웨스턴라이프호텔,4성급 호텔,4.6,458,익산시 영등동,전라북도 익산시 동서로 380
전주 한옥마을서쪽독채펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납대2길 18
전주 한옥고택고을,게스트하우스,4.5,4,전통한옥스테이 전주한옥마을 중심,전북특별자치도 전주시 완산구 최명희길 26-7
전주 한옥고택고을,게스트하우스,4.5,4,전통한옥스테이 전주한옥마을 중심,전북특별자치도 전주시 완산구 최명희길 26-7
전주 연우당 한옥스테이,게스트하우스,4.8,13,오목대 도보4분거리,전북특별자치도 전주시 완산구 태조로 12-17
전주 소소한 한옥,게스트하우스,5.0,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 5-7
화이트 관광호텔,호텔,4.3,155,전주시 고속버스터미널 도보 3분,전라북도 전주시 덕진구 전주천동로 501
전주 제인당,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-40
전주 중앙동 감영루 한옥텔,모텔,2.8,228,전주한옥마을 도보 3분,전북특별자치도 전주시 완산구 풍남문4길 26-42
전주 우아동 아미르,모텔,3.5,212,#전주역에서 자가용 2분거리 위치,전북특별자치도 전주시 덕진구 아중2길 14-4 (아미르모텔)
전주 청나루한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 7
전주 한옥마을이화고택펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 91
전주 참다원펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-9
전주 우아동 마리호텔,모텔,0,0,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 아중중앙로 26 (마리호텔)
전주 고사동 호텔한성,모텔,3.0,40,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 전주객사5길 43-3 (전주한성관광호텔)
전주 우아동 레드,모텔,2.0,9,전주역 5분 거리,전북특별자치도 전주시 덕진구 아중4길 20-2
전주 한옥마을금원당한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-1
전주 한옥이야기 스테이,게스트하우스,5.0,10,한옥마을,전북특별자치도 전주시 완산구 은행로 83-12
전주 금암동 쇼 드라이브인,모텔,4.8,12,전주버스터미널까지 도보 1분,전북특별자치도 전주시 덕진구 용산2길 10 (드라이브모텔)
전주 사랑가득 한옥스테이,게스트하우스,4.5,35,한옥마을,전북특별자치도 전주시 완산구 향교길 149-8
전주 한옥펜션 첼로네,펜션,5.0,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68-16
전주 한옥초정전주한옥마을,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 88
전주 한옥마을 나무그늘펜션,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 178
전주 코코아하우스,펜션,0,0,전북특별자치도 전주시 완산구 향교길 52,
전주 한옥마을숙박 꿈 한옥스테이,게스트하우스,4.5,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 85-11
전주 한옥마을네스트175자쿠지독채펜션,펜션,5.0,1,전주시 완산구 풍남동,
전주 청사초롱 태조로점,펜션,4.3,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 25-10
완주 델루나펜션,펜션,4.3,50,완주군 소양면,전북특별자치도 완주군 소양면 송광수만로 169
MH HOTEL 중화산점,호텔,4.6,38,한옥마을 차량 8분,전라북도 전주시 완산구 어은로 12-6
전주 한옥솔솔펜션,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 31
전주 한옥마을김명옥숙박문화관펜션,펜션,4.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 78
완주 휴 모텔,모텔,4.4,10,완주 요양병원 바로 옆,전북특별자치도 완주군 봉동읍 둔산2로 34
전주 한옥마을STAY윤슬독채펜션,펜션,4.0,1,전주시 완산구 풍남동,
전주 한옥마을풍남헌고택펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 35 (풍남헌)
전주 한옥마을홍시한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 51-11
전주 한옥마을숙박 가인당 안채,펜션,4.5,2,한옥마을 내,전북특별자치도 전주시 완산구 경기전길 165-11
전주 유정 게스트하우스,게스트하우스,4.0,16,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 90-9
전주 브라운도트 덕진점,호텔,3.0,3,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 기린대로 534
전주 한옥마을 풍경게스트앤호텔,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 풍남문3길 28-4
전주 한옥마을 달달잠독채펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납대2길 28
전주 한옥마을 풍남주택펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-39
전주 우아동 월드,모텔,5.0,17,전주역 도보 4분(위치보기),전북특별자치도 전주시 덕진구 동부대로 700-11 (월드모텔)
전주 우아동 블랙스톤,모텔,5.0,4,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 도당산4길 58 (블랙스톤모텔)
전주 한옥마을 이화원고택펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-3
전주 한옥마을부용헌펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-3
전주 독채펜션정원채,펜션,0,0,완주군 소양면,전북특별자치도 완주군 소양면 신교응암길 14
전주 가원당 한옥스테이,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 125-9
전주 가원당 한옥스테이,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 125-9
전주 한옥마을숙박 향촌펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 91
전주 서노송동 기린장,모텔,4.0,16,전주시 완산구 노송동,전북특별자치도 전주시 완산구 노송광장로 59 (기린장여과)
전주 취락당 펜션,펜션,후기,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 33-19
전주 어린왕자게스트하우스,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 14-1
전주 한옥마을 사진작가의집 오목헌,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 76
전주 한옥 이택구 사랑채 펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 11-5 (이택구사랑채)
전주 중화산동 포레 호텔,모텔,3.6,7,위치 눌러서 보기,전북특별자치도 전주시 완산구 한두평3길 14-6
전주 푸른요람 한옥스테이,게스트하우스,5.0,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 68-8
전주 가은채펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68-13
전주 한옥솔솔 스테이,게스트하우스,4.0,13,경기전 동문 바로 앞,전북특별자치도 전주시 완산구 최명희길 31
전주 금암동 신성파크텔,모텔,4.7,83,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 용산1길 5 (신성파크텔)
전주 완산골게스트하우스,펜션,0,0,전주시 완산구 완산동,전북특별자치도 전주시 완산구 전주천서로 139 
전주 가은채2펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 100-20
전주 한옥마을 근수네초가집펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 25
전주 서로한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 100-12
전주 스테이리봄,펜션,4.7,15,전주시 덕진구 송천2동,전북특별자치도 전주시 덕진구 시천로 72-1
전주 신시가지 씨투,모텔,4.2,"1,128",신시가지 내 위치,전북특별자치도 전주시 완산구 홍산북로 70-7 (씨투무인텔)
전주 한옥스테이담길,펜션,0,0,전주 한옥마을 내 ,전북특별자치도 전주시 완산구 최명희길 8 (우동전통공예)
전주 푸실한옥스테이펜션,펜션,후기,29,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-12
전주 한옥마을객리단길독채펜션,펜션,0,0,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 충경로 19
전주 제니홈 전주게스트하우스펜션,펜션,후기,1,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 장재안길 6
전주 태조마루펜션,펜션,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 150-15
전주 삼락헌한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 47-8
전주 호텔 투썸스테이 중화산점,호텔,4.9,9,전주의 중심 주요 목적지 차량 10분,전북특별자치도 전주시 완산구 어은로 12-4 (호텔투썸스테이)
전주 풍류헌독채펜션,펜션,0,0,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문5길 21-7
전주 공간의미게스트하우스,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 자만동2길 40
전주 윈,모텔,후기,3,전북대학교 도보 3분,전북특별자치도 전주시 덕진구 명륜5길 12 (원모텔)
전주 한옥마을고현당한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 112-3
전주 금암동 어썸호텔,모텔,4.8,244,버스터미널 도보 1분,전북특별자치도 전주시 덕진구 용산1길 6-1
전주 감성한옥 하루독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-16
전주 한옥안 하루한팀펜션,펜션,0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 원색장길 49-15
전주 이화원힐링공간독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 76
전주 게스트하우스휴펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 80-15
전주 교동백작한옥스테이펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 165-16
전주 한옥마을 김명옥 별장펜션,펜션,0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 내원당길 58-14
전주 하늘풍경펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 51-13
전주 제인당풍남동점펜션,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 42-6
전주 옹기종기한옥독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 33-21
전주 한옥마을 일락당사랑채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 17-5
전주 생황토방펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 125-16
전주 꿈꾸는날개한옥독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 자만동3길 24-1
전주 인터내셔널호스텔펜션,펜션,후기,1,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 동부대로 694-8
전주 갤러리스테이,게스트하우스,4.8,171,전주한옥마을 입구,전북특별자치도 전주시 완산구 동문길 54-23
전주 인디고펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 5-9
전주 한옥마을박가네한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 17-9
전주 뜨레가한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북 전주시 완산구 전주천동로58-10 
전주 한옥마을 공간의미 독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 자만동2길 40
전주 단경펜션,펜션,후기,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 99
전주 건축의선율독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 11-3
전주 한옥마을도화서가스테이독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 93 (북새통)
전주 경기전별당채펜션,펜션,5.0,144,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 16-4
전주 별하게스트하우스펜션,펜션,1.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 85-20
전주 예술인의집 큰주댕이펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-45
전주 한옥마을 산아래 펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 56
전주 한옥마을숙박 알콩달콩다락방펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 153-6
전주 교동가온펜션,펜션,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 73-1
전주 다정한옥펜션,펜션,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 30
전주 인재고택 학인당 Heritage Stay,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 45 (학인당)
전주 우아동 청담,모텔,4.5,2,전주역 차로 2분 거리,전북특별자치도 전주시 덕진구 우아3길 13
