name,category,ratring_score,rating_count,feature,addr
전주 예원당 한옥스테이,게스트하우스,2.0,9,한옥마을,전북특별자치도 전주시 완산구 어진길 33-10
전주 니어리스트 게스트하우스,게스트하우스,1.0,39,전주 한옥마을 인근 위치,전북특별자치도 전주시 완산구 팔달로 202-14
전주 동백하우스,게스트하우스,0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 천경로 21
전주 하예랑 게스트하우스,펜션,0,0,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 덕진연못2길 13-4
전주 한옥마을숙박 꿈펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 85-11
김제 라온펜션,펜션,5.0,20,김제시 금산면,전북 김제시 금산면 모악로 421
전주 J&J게스트하우스,펜션,0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 현무3길 60
전주 백희게스트하우스펜션,펜션,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 94-6
전주 대성정담한옥펜션,펜션,후기,2,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 고덕산1길 30
전주 예원당게스트하우스펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 33-10
전주 별빛쉼터게스트하우스,펜션,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 42-9
전주 흥부가 한옥스테이,게스트하우스,후기,37,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-34
전주 인후동 뉴하얏트,모텔,1.0,10,안골네거리 인근,전북특별자치도 전주시 덕진구 팽나무4길 17 (하얏트모텔)
전주 24게스트하우스펜션,펜션,0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 현무3길 56 (24게스트하우스)
전주 꽃잠펜션,펜션,5.0,50,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 19-14
전주 우아동 jazz around 호텔,모텔,후기,2,한옥마을 10분거리 (위치보기),전북특별자치도 전주시 덕진구 정언신로 182
전주 가락청한옥펜션,펜션,4.9,27,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68
전주 똘랑코티지한옥독채펜션,펜션,후기,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학로 63-17
전주 투헤븐호텔,호텔,5.0,82,전주 터미널 도보 3분,전라북도 전주시 덕진구 용산2길 7
전주 달님 게스트하우스,게스트하우스,후기,1,전주한옥마을 도보5분,전북특별자치도 전주시 완산구 동문길 101 (전이비인후과의원)
전주 중화산동 파라다이스,모텔,후기,12,전주시 완산구 중화산1동,전북특별자치도 전주시 완산구 한두평2길 13-5 (파라다이스모텔)
전주 여지 게스트하우스,게스트하우스,4.5,207,전주한옥마을 인근,전북특별자치도 전주시 완산구 팔달로 202-16 (고명규성형외과)
전주 신시가지 오스카,모텔,4.3,"1,977",전주 신시가지내 위치,전북 전주시 완산구 홍산북로 84-6 (효자동3가)
전주 한옥마을너울가지,펜션,5.0,11,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문4길 16-9
전주 서서학동 나나,모텔,1.0,14,전주한옥마을 차량 6분,전북특별자치도 전주시 완산구 서학로 11 (나나장여관)
전주 참다원 한옥스테이,게스트하우스,0,0,전주 향교 도보3분,전북특별자치도 전주시 완산구 향교길 155-9
전주 중화산동 투썸스테이,모텔,4.6,"2,063",전주 한옥마을(7분) 막걸리골목(7분),전북특별자치도 전주시 완산구 어은로 12-4 (호텔투썸스테이)
전주 경원동 뜰안채,모텔,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 90-10
전주 더정가스테이,게스트하우스,후기,6,전주 한옥마을,전북특별자치도 전주시 완산구 기린대로 76
전주 도원 게스트하우스,게스트하우스,후기,51,전주한옥마을 근처,전북특별자치도 전주시 완산구 팔달로 58-3
완주 소풍가는날펜션,펜션,4.8,45,완주군 동상면,전북특별자치도 완주군 동상면 은천길 66-7
전주 퐁당 한옥스테이,게스트하우스,후기,2,한옥마을 위치,전북특별자치도 전주시 완산구 은행로 97
전주 별빛쉼터 한옥스테이,게스트하우스,후기,95,전주 한옥마을에 위치,전북 전주시 완산구 향교길 42-9 (교동)
전주 덕진동 연화,모텔,후기,20,덕진공원 앞,전북특별자치도 전주시 덕진구 덕진연못3길 8-2
전주 산정동 코자자,모텔,3.8,"1,432","한옥마을(10분), 전주역(2분)",전북 전주시 덕진구 산정2길 18 (산정동)
전주 꽃자리 한옥스테이,게스트하우스,후기,20,경기전,전북특별자치도 전주시 완산구 최명희길 26-23
전주 산정동 태극,모텔,후기,43,눌러서 위치 확인,전북특별자치도 전주시 덕진구 산정1길 28
완주 편백숲이야기펜션,펜션,후기,16,완주군 상관면,전북특별자치도 완주군 상관면 죽림편백길 53
전주 오래된미래 게스트하우스,게스트하우스,후기,9,한벽굴 인근(스물다섯 스물하나 촬영지),전북특별자치도 전주시 완산구 바람쐬는길 35-19
전주 다래헌 한옥스테이,게스트하우스,후기,1,동학혁명 기념관 인근,전북특별자치도 전주시 완산구 은행로 51-3
전주 j&j 게스트하우스,게스트하우스,0,0,전주시 완산구 노송동,전북 전주시 완산구 현무3길 60 (중노송동)
전주 한옥다락 스테이 1호점,게스트하우스,1.0,10,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 57-6
완주 모악펜션,펜션,1.0,11,완주군 구이면,전북 완주군 구이면 상학길 37-11 
완주 S 모텔,모텔,1.0,2,전주과학산업연구단지내,전북특별자치도 완주군 봉동읍 원둔산1길 5
전주 한옥마을 한옥미쁨,게스트하우스,5.0,69,전주 한옥마을,전북특별자치도 전주시 완산구 은행로 15-6
라한호텔 전주,4성급 호텔,4.6,"1,668",전주한옥마을 안에 위치,전라북도 전주시 완산구 기린대로 85
전주 한옥마을장수펜션,펜션,3.6,23,전주시 완산구 풍남동,전북 전주시 완산구 은행로 55-1 
전주 우아동 수,모텔,4.8,18,전주역 5분 거리,전북특별자치도 전주시 덕진구 아중4길 20-4
완주 하늘아래첫집펜션,펜션,4.0,15,완주군 동상면,전북 완주군 동상면 은천길 149 
완주 편백숲황토펜션,펜션,후기,4,완주군 상관면,전북특별자치도 완주군 상관면 죽림편백길 184-3
완주 숲속의정원펜션,펜션,5.0,13,완주군 동상면,전북특별자치도 완주군 동상면 대아수목로 144-2
전주 중화산동 로데오,모텔,3.3,"1,620",완산구청 선너머네거리 부근,전북특별자치도 전주시 완산구 한두평1길 14 (로데오모텔)
전주 별자리 한옥스테이,게스트하우스,4.0,195,경기전 동문 옆 도보 1분,전북특별자치도 전주시 완산구 최명희길 26-17
전주 한옥마을 한옥독채풀빌라스테이소월,펜션,5.0,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 97-16 
전주 한옥 스테이 사라,펜션,5.0,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 16-5
전주 우아동 첫마중,모텔,3.0,221,눌러서 위치확인,전북 전주시 덕진구 도당산로 68
전주 금암동 로즈마리,모텔,4.0,191,전주고속버스터미널 인근 위치,전북특별자치도 전주시 덕진구 용산1길 11-1
익산 하늘숲펜션,펜션,4.7,25,익산시 금마면,전북 익산시 금마면 향산길 12-2 
전주 시간무늬펜션,펜션,5.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 천경로 15-16
전주 알지비 게스트하우스,게스트하우스,5.0,35,한옥마을내 위치,전북특별자치도 전주시 완산구 전주천동로 86-1 (알지비 게스트하우스)
전주 인후동 라임 무인텔,모텔,2.3,11,전주한옥마을 10분,전북특별자치도 전주시 덕진구 팽나무4길 22-4 (덕진장모텔)
전주 우아동 호텔단아,호텔,5.0,13,한옥마을 차량 10분,전라북도 전주시 덕진구 아중4길 14-11
전주 우아동 호텔단아,호텔,5.0,13,한옥마을 차량 10분,전북특별자치도 전주시 덕진구 아중4길 14-11
전주 경기전 별당채 한옥스테이,게스트하우스,4.8,52,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 16-4
전주 우아동 D드라이브인 무인텔,모텔,3.8,21,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 아중2길 10-5
전주 한옥미쁨펜션,펜션,5.0,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 15-6
전주 스타호텔,호텔,5.0,1,전주시 완산구 중화산1동,전북특별자치도 전주시 완산구 한두평2길 9
전주 독채펜션달빛소리,펜션,4.0,15,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 산정2길 12-21
전주 행복가득 한옥스테이,게스트하우스,5.0,27,전주 한옥마을 내에 위치,전북특별자치도 전주시 완산구 전주천동로 64-3
전주 소소정,펜션,5.0,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-11
전주 사랑나무한옥펜션,펜션,4.6,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 96
전주 서신동 투썸스테이,모텔,4.9,372,터미널5분 한옥마을10분,전북특별자치도 전주시 완산구 여울로 31
전주 1928 쉼마루 한옥스테이,게스트하우스,5.0,36,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 향교길 51-4 (일신상사)
완주 카리브,모텔,4.8,47,⭐우동공원 도보5분⭐카리브 위치보기,전북특별자치도 완주군 봉동읍 과학로 995-4
전주 한옥마을 호스텔 Ark,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 68 
전주 우아동 호텔 늘,모텔,4.7,45,한옥마을10분 전주역2분 버스터미널7분,전북특별자치도 전주시 덕진구 아중4길 23
전주 산정동 호텔토랑,모텔,4.8,278,"#한옥마을 10분, 전주역 2분",전북특별자치도 전주시 덕진구 산정2길 23 (호텔토랑)
카누 호텔,호텔,1.0,31,전주역 1.8km,전라북도 전주시 덕진구 산정2길 12-7
전주 한옥마을 독채 강령전,게스트하우스,5.0,16,전주 한옥마을 내 위치,전북특별자치도 전주시 완산구 태조로 26-24
전주 달빛향펜션,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-16
전주 태평동 케이비호텔,모텔,2.0,31,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 대동로 65-3
전주 한옥마을 예술가의집 시간무늬펜션,펜션,5.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 천경로 15-16
전주 휴게스트하우스,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 50-7
전주 명문가 한옥스테이,게스트하우스,3.7,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 50-3
전주 한옥마을숙박 가인당,펜션,5.0,1,한옥마을 내,전북특별자치도 전주시 완산구 경기전길 165-9
전주 자만재,펜션,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-31
전주 그날을 담다,펜션,0,0,전북 전주시 완산구 풍남문5길 23-7,전북특별자치도 전주시 완산구 풍남문5길 23-7
전주 루와펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 145-16
전주 한옥마을그리고봄펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 65-11
전주 모련,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 82
전주 전주하숙,게스트하우스,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 풍남문2길 98-6
전주 한옥마을하늘기와,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-8
전주 건축의선율,펜션,0,0,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 가련산로 7
전주 해밀펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 19-23
전주 스토리모텔,펜션,0,0,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 용산2길 8
전주 스테이 한울자쿠지독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 84-10
전주 나루한옥스테이,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 58 
전주 나성하우스,게스트하우스,0,0,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 금암2길 7-3
전주 다나하루 게스트하우스펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 11 (다나하루 게스트하우스)
전주 해솔한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 충경로 124-3
전주 모헌한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 108
전주 귀거래사한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 97-30
전주 행복가득한옥펜션,펜션,후기,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-3
전주 선물 한옥스테이,게스트하우스,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 57-13
전주 독채 전주 수,게스트하우스,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-24
전주 정담전통한옥펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 21-4
전주 여별게스트하우스,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 94-6
전주 그림게스트하우스펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-13
전주 행복헌한옥독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 83-20
전주 명문가펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 50-3
전주 색동저고리 펜션,펜션,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-10
전주 민트게스트하우스펜션,펜션,후기,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학로 27-2
전주 관광호텔 꽃심,3성급 호텔,4.9,378,전주경기전 도보 5분,전라북도 전주시 완산구 팔달로 171
완주 HOTEL ONE,모텔,5.0,16,전주혁신도시 인근,전북특별자치도 완주군 이서면 오공로 21-13
전주 한옥마을 그여자네집한옥독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 101
전주 한옥마을숙박모란펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 75-6
전주 한옥마을한옥그곳펜션,펜션,0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 관선1길 25-3
임실 숨펜션,펜션,4.8,257,임실군 운암면,전북 임실군 운암면 운정길 91-7 
전주 산정동 짬,모텔,3.9,522,#신규 리모델링✔️산정동 짬,전북특별자치도 전주시 덕진구 동부대로 523
칼튼힐 전주,호텔,4.8,82,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 용산3길 35
전주 웨이,게스트하우스,후기,13,전주한옥마을위치,전북특별자치도 전주시 완산구 은행로 16
전주 한옥마루펜션,펜션,후기,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 103
전주 한옥마을지우당한옥독채펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-9
전주 자만재 게스트하우스,게스트하우스,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-31
전주 한옥만화정한식밥상펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-14
전주 한옥마을한옥미담게스트하우스,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 54-41
전주 사계게스트하우스펜션,펜션,0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 27-4
전주 한옥마을 경복궁,게스트하우스,후기,1,전주 한옥마을 내에 있습니다.,전북특별자치도 전주시 완산구 은행로 74-11
전주 강령전게스트하우스펜션,펜션,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-24
전주 금농헌 한옥독채펜션,펜션,0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 관선5길 32-3
전주 한옥마을타샤의정원독채펜션,펜션,0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 황학2길 4
전주 성심게스트하우스펜션,펜션,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 30-3
전주 산야초 한옥스테이,게스트하우스,후기,1,한옥마을 중심/경기전 돌담길 동문 인근,전북특별자치도 전주시 완산구 경기전길 57-15 (수정암)
전주 우아동 모로코,모텔,후기,4,#눌러서 우아동 모나코 위치보기,전북특별자치도 전주시 덕진구 도당산로 65-5
전주 교동94 한옥스테이,게스트하우스,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 84-8
전주 진북동 도당하우스,모텔,0,0,전주교육문화회관 도보 5분⚡️위치보기,전북특별자치도 전주시 덕진구 팔달로 340-17
전주 하루 감성한옥,게스트하우스,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-16
전주 해피니스온자쿠지독채펜션(애견동반가능),펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-6
전주 한옥마을스테이하루애견동반가능펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 풍남문3길 9-16
전주한옥마을 독채 재우성,게스트하우스,0,0,전주 한옥마을 제3공영 주차장 동측,전북특별자치도 전주시 완산구 간납대2길 16
전주 시인과짜몽게스트하우스펜션,펜션,0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 15-1
전주 꽃마르트 한옥스테이,게스트하우스,후기,2,전주시 완산구 완산동,전북특별자치도 전주시 완산구 곤지산3길 14-27
전주 이목대 게스트하우스,게스트하우스,0,0,오목대 건너편 이목대 뒷집,전북특별자치도 전주시 완산구 자만동2길 15-3
전주 한옥독채 하현,게스트하우스,후기,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 8
전주 어사화 한옥스테이,게스트하우스,후기,1,전주한옥마을 중심부,전북특별자치도 전주시 완산구 한지길 106-1
전주한옥마을 독채덕수궁,게스트하우스,후기,1,전주 한옥마을 내,전북특별자치도 전주시 완산구 최명희길 26-40
전주 그림 한옥스테이,게스트하우스,후기,9,전주한옥마을 근처,전북특별자치도 전주시 완산구 향교길 149-13
전주 톡 게스트하우스,게스트하우스,후기,8,전주한옥마을 도보 5분/ 객리단길 5분,전북특별자치도 전주시 완산구 풍남문4길 25-7
전주 교동 알지비게스트하우스,모텔,후기,1,#알지비게스트하우스위치,전북특별자치도 전주시 완산구 전주천동로 86-1 (알지비 게스트하우스)
전주 부경당 한옥스테이,게스트하우스,후기,3,전주 한옥마을 내 위치,전북특별자치도 전주시 완산구 한지길 99-5
전주 담소 한옥스테이,게스트하우스,0,0,전주한옥마을,전북특별자치도 전주시 완산구 향교길 71
전주 자요 게스트하우스,게스트하우스,후기,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 현무3길 10-1
전주 한옥마을사랑가득펜션,펜션,4.9,247,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-8
전주 한옥미담 스테이,게스트하우스,후기,243,한옥마을 공영주차장,전북특별자치도 전주시 완산구 동문길 54-41
전주 달달잠 한옥스테이,게스트하우스,후기,3,전주한옥마을,전북특별자치도 전주시 완산구 간납대2길 28
전주 가원당 한옥스테이,게스트하우스,후기,3,"오목대, 경기전 인근",전북특별자치도 전주시 완산구 경기전길 125-9
전주 가원당 한옥스테이,게스트하우스,후기,3,"오목대, 경기전 인근",전북특별자치도 전주시 완산구 경기전길 125-9
전주 별하 게스트하우스,게스트하우스,후기,2,한옥마을내 위치,전북특별자치도 전주시 완산구 향교길 85-20
전주 한옥마당 스테이,게스트하우스,후기,8,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 80-13
전주 사계한옥 스테이,게스트하우스,후기,1,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 27-4
전주 산정동 큐피트,모텔,후기,23,전주역까지 차로 5분(위치보기),전북특별자치도 전주시 덕진구 산정3길 19-1
전주 앤 게스트하우스,게스트하우스,후기,2,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 83
전주 동락원 한옥스테이,게스트하우스,후기,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 33-6 (동락원)
전주 풍류헌 한옥스테이,게스트하우스,0,0,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문5길 21-7
전주 우아동 스마트,모텔,후기,188,"전주역 차량 2분,전주 한옥마을 10분",
전주 민트 게스트하우스,게스트하우스,후기,5,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학로 27-2
전주 모꼬지 한옥스테이,게스트하우스,0,0,향교 ,전북특별자치도 전주시 완산구 향교길 124-6
전주 어울림 한옥스테이,게스트하우스,후기,55,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 75-5
전주 혜윰 한옥스테이,게스트하우스,후기,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 42-5
전주 뜨레가 한옥스테이,게스트하우스,0,0,한옥마을 남천교 도보 1분,전북특별자치도 전주시 완산구 전주천동로 58-10
전주 그네 한옥스테이,게스트하우스,후기,10,남천교 도보 2분,전북특별자치도 전주시 완산구 전주천동로 44
전주 우아동 올렛,모텔,후기,27,전주역,전북 전주시 덕진구 도당산4길 40
전주 천년의아침 한옥스테이,게스트하우스,후기,8,전주 한옥마을내,전북특별자치도 전주시 완산구 기린대로 71-1
전주 산정동 스테이 호텔,모텔,0,0,"한옥마을10분, 전주역2분, 터미널7분",전북특별자치도 전주시 덕진구 산정2길 6-5
전주 금암동 아리랑 호텔,모텔,후기,40,전주고속버스터미널 인근 위치,전북특별자치도 전주시 덕진구 용산2길 17-6 (아리랑호텔)
전주 우아동 호텔 야,모텔,후기,"1,728",전주NEW오픈 추천숙소,전북특별자치도 전주시 덕진구 아중4길 14
전주 호텔 늘,호텔,0,0,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 아중4길 23
전주 다나하루 게스트하우스,게스트하우스,후기,63,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 11 (다나하루 게스트하우스)
전주 고사동 게스트하우스,게스트하우스,후기,2,영화의 거리,전북특별자치도 전주시 완산구 전주객사4길 87-34
전주 교동백작 한옥스테이,게스트하우스,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 165-16
전주 대명여관 게스트하우스,게스트하우스,후기,8,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문4길 25-10 (대명여관)
전주 우아동 인터네셔널 호스텔,모텔,후기,2,전주역 바로 앞 ◀ 눌러서 위치 확인하기,전북특별자치도 전주시 덕진구 동부대로 694-8
전주 소리풍경 한옥스테이,게스트하우스,후기,18,전주시 완산구 풍남동,전북 전주시 완산구 태조로 12-5
전주 한옥숙박체험관,게스트하우스,후기,5,한옥마을 중심,전북특별자치도 전주시 완산구 은행로 56-1
전주 똘랑 독채 한옥스테이,게스트하우스,0,0,무향유산원,전북특별자치도 전주시 완산구 서학로 63-17
전주 태조마루 한옥스테이,게스트하우스,후기,5,전동성당,전북특별자치도 전주시 완산구 팔달로 150-15
전주 교동외갓집 한옥스테이,게스트하우스,후기,3,전주한옥마을 근처,전북특별자치도 전주시 완산구 향교길 85-14
전주 몽유화원 한옥스테이,게스트하우스,후기,17,전주 한옥마을 인근에 위치,전북특별자치도 전주시 완산구 서학3길 85
전주 좋은날 한옥스테이,게스트하우스,후기,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 37-7
전주한옥마을 게스트하우스,게스트하우스,후기,40,전동성당 맞은편 풍남문 방면,전북특별자치도 전주시 완산구 풍남문4길 26-34
전주 라온 꿀잠 한옥스테이,게스트하우스,후기,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 99-6
완주 그린파크장,모텔,1.5,4,완주군 봉동읍,전북특별자치도 완주군 봉동읍 봉동로 48-12
전주 은행로 86.2 게스트하우스,게스트하우스,후기,3,남천교,전북특별자치도 전주시 완산구 은행로 86-2
전주 시인과짜몽 게스트하우스,게스트하우스,후기,3,전주시 완산구 서서학동,전북 전주시 완산구 서학3길  15-1
전주 두울나비랑 한옥스테이,게스트하우스,후기,17,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 향교길 97-16
전주 우아동 큐브 505 (CUBE 505),모텔,후기,"2,095",전주역 도보 5분 이내,전북특별자치도 전주시 덕진구 동부대로 700-17
전주 뷰티 호텔,호텔,0,0,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 용산3길 8
전주 덕진동 호텔 쏘울(Hotel Soul),모텔,후기,"1,697",덕진공원 앞 눌러서 위치 확인 GO!! ,전북특별자치도 전주시 덕진구 덕진연못2길 11
전주 덕진동 호텔 와이케이,호텔,0,0,명륜5길 10-2,전북특별자치도 전주시 덕진구 명륜5길 10-2 (코원빌딩)
전주 우아동 호텔 라임(HOTEL LIME),모텔,4.9,704,"한옥마을10분,전주역2분,버스터미널7분",전북 전주시 덕진구 아중4길 13-3
전주 산정동 호텔 에이플러스(A+),모텔,4.8,125,"전주역 차량 5분, 한옥마을 8분",전북특별자치도 전주시 덕진구 동부대로 527
전주 소담소담펜션,펜션,후기,55,전주시 완산구 동서학동,전북 전주시 완산구 내원당길 69-6 
전주 스마트24nFG,펜션,0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 학봉1길 39
전주 한옥마당예쁜집펜션,펜션,0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 79-8
전주 우아동 호텔단아,모텔,4.9,"1,410","한옥마을(10분), 전주역(2분)",전라북도 전주시 덕진구 아중4길 14-11
전주 우아동 호텔단아,모텔,4.9,"1,410","한옥마을(10분), 전주역(2분)",전북특별자치도 전주시 덕진구 아중4길 14-11
전주 우아동 우아장,모텔,후기,4,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 도당산4길 8-15 (우아장모텔)
전주 덕진동 핀앤핏하우스,모텔,4.8,992,◀ 눌러서 위치 확인하기,전북특별자치도 전주시 덕진구 덕진광장로 8-1
전주 산정동 NABI(나비),모텔,4.5,221,전주한옥마을차량10분 / 전주역차량 3분,전북특별자치도 전주시 덕진구 산정3길 28
전주 덕진동 호텔히든(HOTEL HIDDEN),호텔,1.0,1,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 덕진연못2길 9-5
